tick,event_time_ns,monotonic_ns,vehicle_speed,vehicle_speed_valid,external_stop,autonomous_enabled,lane_confidence,gps_valid,lidar_valid,avoid_updated,avoid_maneuver_done,avoid_path_n,avoid_generation,avoid_age_s,avoid_timeout_s,obstacle,avoidable,ttc,auto_estop,estop,parking_valid,parking_wall_complete,parking_ready,parking_search,parking_request_id,traffic_fail_safe,avoid_x,avoid_y,avoid_yaw,avoid_k,gps_x,gps_y,gps_heading_valid,rear_clear,red,green,traffic_stop_required,stopline,stop_distance,gps_position_valid
10,1789394061328712233,46960381252488,5.838746074e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1789394061338713315,46960391253588,0.000244434108,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1789394061348715732,46960401255997,0.000281607674,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1789394061358717779,46960411258049,6.819562986e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,1789394061368709585,46960421249842,6.819562986e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1789394061378714597,46960431254866,-0.0003601977369,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1789394061389507213,46960442047397,-0.0002166587656,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1789394061398709007,46960451249262,-0.0002166587656,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1789394061408717081,46960461257346,2.863071495e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1789394061418710571,46960471250836,0.000194749271,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1789394061428714329,46960481254587,-7.224431897e-07,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1789394061438715929,46960491256194,-0.0002158616699,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1789394061448750304,46960501290569,-0.0002252984705,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1789394061458729661,46960511269915,-7.829339302e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1789394061468716719,46960521256971,-7.829339302e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1789394061478725637,46960531265888,0.0003211954318,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1789394061490607738,46960543148005,0.0002008333831,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1789394061498715287,46960551255560,-2.431071334e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1789394061508645150,46960561185424,-0.0002254182473,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1789394061518758827,46960571299101,-0.0002254182473,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1789394061528699177,46960581239452,0.0001034146408,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1789394061538689466,46960591229742,0.0003305313294,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,1789394061548692698,46960601232973,0.0003305313294,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1789394061558690486,46960611230760,1.96187375e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1789394061569946899,46960622487174,-0.0001400458423,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1789394061579910731,46960632451001,-0.0001400458423,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1789394061591741001,46960644281230,-0.0001588632877,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1789394061600818464,46960653358717,0.0001824434294,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1789394061608697536,46960661237810,0.0001824434294,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1789394061618679600,46960671219870,0.0002509262122,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,1789394061629025681,46960681565953,-0.0001024310041,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1789394061639072567,46960691612834,-0.0001406132506,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,1789394061650720650,46960703260906,-0.0001282037701,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1789394061659053383,46960711593651,4.597678708e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,1789394061678906057,46960731446330,0.0002493502689,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,1789394061680156865,46960732697125,0.0002493502689,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,1789394061689114448,46960741654723,0.0002493502689,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,1789394061698671417,46960751211691,0.0001033680237,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,1789394061708707914,46960761248186,-0.0001677391119,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,1789394061718723803,46960771264070,-6.600499182e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,1789394061728731985,46960781272254,0.0001080486254,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,1789394061738703525,46960791243782,0.0003216886253,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1789394061748713862,46960801254141,0.0001453156146,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1789394061758708328,46960811248597,-1.572092879e-05,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1789394061768716397,46960821256570,-0.00019512375,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1789394061778713511,46960831253781,-0.0002311322023,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1789394061788739806,46960841280057,-0.0002311322023,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,1789394061798714829,46960851255083,0.000150003063,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1789394061808715023,46960861255281,0.0003335150832,1,1,0,0,0,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1789394061818710948,46960871251216,0.0001092131351,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
60,1789394061828739651,46960881279897,-0.0001318070135,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
61,1789394061838726741,46960891267006,-0.0003392779618,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
62,1789394061848722206,46960901262462,-0.0002573691308,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
63,1789394061858716773,46960911257019,-4.065076064e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
64,1789394061868707615,46960921247862,0.0001434236474,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
65,1789394061878717598,46960931257854,0.0001866509119,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
66,1789394061889298595,46960941838839,-1.256258111e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
67,1789394061898715764,46960951256015,-0.0002324862871,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
68,1789394061908716321,46960961256572,-0.0002964444284,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
69,1789394061918708286,46960971248550,-0.0001418906177,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
70,1789394061928719011,46960981259265,7.63063872e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
71,1789394061938705081,46960991245343,0.0001285933686,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
72,1789394061948711904,46961001252157,0.000130288623,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
73,1789394061958716643,46961011256894,-5.045597572e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
74,1789394061968716614,46961021256866,-0.0002660965256,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
75,1789394061978724289,46961031264532,-0.0002889668685,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
76,1789394061988815551,46961041355729,-0.0002889668685,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
77,1789394061998712088,46961051252331,7.976168126e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
78,1789394062008710779,46961061251025,0.0001474182791,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
79,1789394062018706432,46961071246705,0.0001511398877,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
80,1789394062028709026,46961081249297,-1.685046846e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
81,1789394062038715541,46961091255796,-0.0002436456416,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
82,1789394062048756648,46961101296915,-0.0002621487947,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
83,1789394062058721247,46961111261470,-9.372836939e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
84,1789394062068702598,46961121242875,0.0001213226351,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
85,1789394062078703820,46961131244092,0.0001690466161,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
86,1789394062088714585,46961141254853,0.0001544577972,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
87,1789394062098710924,46961151251176,-4.590698518e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
88,1789394062108716190,46961161256451,-0.0002791711595,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
89,1789394062118712408,46961171252671,-0.0003048524959,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
90,1789394062128711833,46961181252082,-0.000129183376,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
91,1789394062138717936,46961191258199,0.0001092433376,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
92,1789394062148705848,46961201246118,0.0001713500533,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
93,1789394062158778557,46961211318824,0.0001783840853,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
94,1789394062168703413,46961221243688,3.463523171e-06,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
95,1789394062178707865,46961231248137,-0.0002320316416,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
96,1789394062188718146,46961241258412,-0.0002553215018,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
97,1789394062198711729,46961251251991,-7.591045141e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
98,1789394062209257705,46961261797948,0.0001400802721,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.148476001,0,0,0,0,0,0,0,1
99,1789394062218698878,46961271239155,0.0001915734611,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
100,1789394062228699524,46961281239801,0.0001630040497,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
101,1789394062238715032,46961291255286,-3.061624375e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
102,1789394062248702189,46961301242436,-0.0002636796562,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
103,1789394062258712905,46961311253168,-0.0002853453916,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
104,1789394062268706421,46961321246629,-0.0001019910778,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
105,1789394062278715881,46961331256137,0.0001337213762,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
106,1789394062288713089,46961341253290,0.0002095703239,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
107,1789394062298712023,46961351252283,0.0002056247467,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
108,1789394062308715989,46961361256123,8.735645679e-06,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
109,1789394062318706783,46961371247049,-0.0002472003107,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
110,1789394062328710021,46961381250295,-0.0002934128861,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
111,1789394062338708636,46961391248896,-0.0001021497665,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
112,1789394062348707859,46961401248122,0.0001289503998,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
113,1789394062358716948,46961411257215,0.0001806302898,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
114,1789394062368717816,46961421258092,0.0001627738966,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
115,1789394062378713636,46961431253912,-3.94610106e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
116,1789394062388703525,46961441243798,-0.0002530389465,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
117,1789394062398712451,46961451252726,-6.533592386e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
118,1789394062408709553,46961461249830,0.0001159143503,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
119,1789394062418708818,46961471249053,0.0002817410277,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
120,1789394062428714669,46961481254924,0.000203491436,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
121,1789394062438709392,46961491249652,6.073293116e-05,1,1,0,0,1,0,0,0,0,0,-1,0.5,0,0,1000000000,0,1,1,0,0,0,0,0,0,0,0,0,-1.840904292,-2.167029334,0,0,0,0,0,0,0,1
