stamp_s,lat,lon,quality,idx,cross_track_m,at_end,fix_age_s,heading_deg,heading_src,imu_yaw_deg,offset_deg,go,route_index,route_id,sequence_id,route_connecting,station_m,station_window_low_m,station_window_high_m,station_v_ref,station_sample_time_s,preview_requested_station_m,preview_station_m,preview_snapped
1789220012.797,37.3041612,127.9075397,5,0,1.583,0,0.022,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220012.897,37.3041612,127.9075395,5,0,1.578,0,0.001,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220012.997,37.3041612,127.9075395,5,0,1.578,0,0.101,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220013.097,37.3041612,127.9075395,5,0,1.578,0,0.073,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220013.197,37.3041610,127.9075395,5,0,1.595,0,0.041,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220013.297,37.3041610,127.9075395,5,0,1.595,0,0.022,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220013.397,37.3041610,127.9075395,5,0,1.595,0,0.122,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220013.497,37.3041608,127.9075395,5,0,1.612,0,0.094,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220013.597,37.3041610,127.9075392,5,0,1.584,0,0.073,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220013.697,37.3041612,127.9075390,5,0,1.562,0,0.048,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220013.797,37.3041612,127.9075388,5,0,1.557,0,0.023,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220013.897,37.3041612,127.9075387,5,0,1.552,0,0.003,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220013.997,37.3041612,127.9075387,5,0,1.552,0,0.103,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220014.097,37.3041613,127.9075383,5,0,1.524,0,0.072,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220014.197,37.3041613,127.9075383,5,0,1.524,0,0.042,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220014.297,37.3041615,127.9075382,5,0,1.502,0,0.018,-135.0,접선,0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220014.397,37.3041615,127.9075382,5,0,1.502,0,0.118,-135.0,접선,-0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220014.497,37.3041615,127.9075380,5,0,1.497,0,0.094,-135.0,접선,-0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220014.597,37.3041618,127.9075375,5,0,1.449,0,0.073,-135.0,접선,-0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220014.697,37.3041620,127.9075370,5,0,1.419,0,0.044,-135.0,접선,-0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220014.797,37.3041623,127.9075365,5,0,1.372,0,0.024,-135.0,접선,-0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
1789220014.897,37.3041623,127.9075365,5,0,1.372,0,0.123,-135.0,접선,-0.0,,0,0,01,679880953601382441,0,0.000000,0.000000,0.000000,0.000000,0.100000,2.500000,2.500000,0
