frame_idx,wall_time,infer_ms,mode,confidence,x_m,y_m,yaw_deg,curvature,n_points,points_x_min,points_x_max,points_y_min,points_y_max,points_raw,ref_point0_applied,ref_point0_x,raw_y_m,reject_reason,reject_streak,n_left_candidates,n_right_candidates,width_m,left_hit_ratio,left_rms_residual_m,left_c2,left_c1,left_c0,right_hit_ratio,right_rms_residual_m,right_c2,right_c1,right_c0,is_placeholder_homography
5103,1789220525.135,26.877,both,0.651,2.4994,-0.328,-8.297,0.05657,1,2.499,2.499,-0.328,-0.328,2.499:-0.328:-0.1448:0.0566,True,2.4994,-0.3964,,0,1,1,3.99,1.0,0.02949,0.012372,-0.117218,1.764897,0.8889,0.15049,0.044265,-0.448895,-1.36908,False
5104,1789220525.237,28.238,both,0.6375,2.5016,-0.3252,-8.422,0.05731,1,2.502,2.502,-0.325,-0.325,2.502:-0.325:-0.1470:0.0573,True,2.5016,-0.3867,,0,1,1,3.97,1.0,0.03206,0.013364,-0.126933,1.786478,0.8889,0.14761,0.047762,-0.486062,-1.270967,False
5105,1789220525.315,27.006,both,0.6408,2.5034,-0.3231,-8.515,0.0581,1,2.503,2.503,-0.323,-0.323,2.503:-0.323:-0.1486:0.0581,True,2.5034,-0.3865,,0,1,1,3.98,1.0,0.03206,0.012785,-0.119509,1.768074,0.8889,0.15002,0.049264,-0.498871,-1.244403,False
5106,1789220525.437,27.895,both,0.6417,2.5002,-0.327,-8.347,0.05676,1,2.5,2.5,-0.327,-0.327,2.500:-0.327:-0.1457:0.0568,True,2.5002,-0.4,,0,1,1,3.98,1.0,0.03221,0.012485,-0.12234,1.780787,0.8889,0.14928,0.042711,-0.432143,-1.414118,False
5107,1789220525.538,27.091,both,0.6431,2.4989,-0.3287,-8.272,0.05625,1,2.499,2.499,-0.329,-0.329,2.499:-0.329:-0.1444:0.0563,True,2.4989,-0.3969,,0,1,1,3.98,1.0,0.03079,0.011056,-0.107725,1.748911,0.8889,0.14981,0.045694,-0.460042,-1.350254,False
5108,1789220525.636,27.433,both,0.6406,2.497,-0.3302,-8.151,0.05526,1,2.497,2.497,-0.33,-0.33,2.497:-0.330:-0.1423:0.0553,True,2.497,-0.3969,,0,1,1,3.97,1.0,0.03131,0.013218,-0.125536,1.782706,0.8889,0.14632,0.041247,-0.422351,-1.423086,False
5109,1789220525.736,27.889,both,0.6531,2.4983,-0.329,-8.236,0.05592,1,2.498,2.498,-0.329,-0.329,2.498:-0.329:-0.1437:0.0559,True,2.4983,-0.3929,,0,1,1,3.99,1.0,0.02925,0.012254,-0.118261,1.76977,0.8889,0.14941,0.047083,-0.475171,-1.309247,False
5110,1789220525.835,26.789,both,0.6456,2.4968,-0.3311,-8.146,0.05528,1,2.497,2.497,-0.331,-0.331,2.497:-0.331:-0.1422:0.0553,True,2.4968,-0.3994,,0,1,1,3.98,1.0,0.0307,0.011865,-0.113751,1.758735,0.8889,0.14825,0.043511,-0.441202,-1.391071,False
5111,1789220525.936,27.698,both,0.6441,2.4968,-0.3306,-8.15,0.05504,1,2.497,2.497,-0.331,-0.331,2.497:-0.331:-0.1422:0.0550,True,2.4968,-0.3944,,0,1,1,3.98,1.0,0.03191,0.011166,-0.110031,1.753052,0.8889,0.14799,0.044983,-0.457017,-1.346011,False
5112,1789220526.035,25.925,both,0.6426,2.4952,-0.3329,-8.057,0.05446,1,2.495,2.495,-0.333,-0.333,2.495:-0.333:-0.1406:0.0545,True,2.4952,-0.4013,,0,1,1,3.98,1.0,0.03189,0.011923,-0.115792,1.764187,0.8889,0.14901,0.04271,-0.431844,-1.415502,False
5113,1789220526.116,27.691,both,0.642,2.4945,-0.334,-8.013,0.05432,1,2.495,2.495,-0.334,-0.334,2.495:-0.334:-0.1399:0.0543,True,2.4945,-0.4,,0,1,1,3.98,1.0,0.03139,0.012618,-0.121335,1.775043,0.8889,0.14991,0.042941,-0.433556,-1.410366,False
5114,1789220526.216,26.042,both,0.6401,2.4939,-0.3354,-7.987,0.05413,1,2.494,2.494,-0.335,-0.335,2.494:-0.335:-0.1394:0.0541,True,2.4939,-0.4023,,0,1,1,3.98,1.0,0.03231,0.013045,-0.127123,1.788318,0.8889,0.15021,0.042195,-0.426687,-1.428611,False
5115,1789220526.317,28.52,both,0.6465,2.4942,-0.3349,-7.999,0.05427,1,2.494,2.494,-0.335,-0.335,2.494:-0.335:-0.1396:0.0543,True,2.4942,-0.3979,,0,1,1,3.98,1.0,0.03158,0.013181,-0.125878,1.784456,0.8889,0.14679,0.043053,-0.436815,-1.398236,False
5116,1789220526.415,26.636,both,0.6424,2.4942,-0.3346,-8.005,0.05415,1,2.494,2.494,-0.335,-0.335,2.494:-0.335:-0.1397:0.0541,True,2.4942,-0.398,,0,1,1,3.98,1.0,0.03165,0.012157,-0.120062,1.776074,0.8889,0.14941,0.043316,-0.438393,-1.395983,False
5117,1789220526.517,29.419,both,0.6441,2.4965,-0.3313,-8.141,0.05492,1,2.496,2.496,-0.331,-0.331,2.496:-0.331:-0.1421:0.0549,True,2.4965,-0.3905,,0,1,1,3.98,1.0,0.03246,0.012317,-0.119827,1.772565,0.7778,0.14746,0.046289,-0.470747,-1.309335,False
5118,1789220526.617,28.887,both,0.6404,2.4975,-0.3306,-8.212,0.05557,1,2.498,2.498,-0.331,-0.331,2.498:-0.331:-0.1433:0.0556,True,2.4975,-0.3953,,0,1,1,3.98,1.0,0.03243,0.012546,-0.120951,1.773987,0.8889,0.14992,0.0464,-0.468295,-1.327317,False
5119,1789220526.719,31.252,both,0.641,2.4968,-0.3308,-8.162,0.05495,1,2.497,2.497,-0.331,-0.331,2.497:-0.331:-0.1425:0.0550,True,2.4968,-0.3955,,0,1,1,3.98,1.0,0.03172,0.010685,-0.10629,1.748029,0.8889,0.15027,0.044448,-0.451583,-1.361546,False
5120,1789220526.82,29.668,both,0.6405,2.4945,-0.3341,-8.025,0.05417,1,2.495,2.495,-0.334,-0.334,2.495:-0.334:-0.1401:0.0542,True,2.4945,-0.4038,,0,1,1,3.98,1.0,0.0324,0.012468,-0.119294,1.768628,0.7778,0.14987,0.041306,-0.418929,-1.445521,False
5121,1789220526.917,29.101,both,0.641,2.4956,-0.3335,-8.098,0.055,1,2.496,2.496,-0.333,-0.333,2.496:-0.333:-0.1413:0.0550,True,2.4956,-0.3977,,0,1,1,3.98,1.0,0.03192,0.013699,-0.130202,1.792596,0.8889,0.15004,0.045029,-0.453882,-1.364367,False
5122,1789220527.017,29.328,both,0.638,2.4964,-0.3325,-8.14,0.05542,1,2.496,2.496,-0.332,-0.332,2.496:-0.332:-0.1421:0.0554,True,2.4964,-0.3954,,0,1,1,3.97,1.0,0.0311,0.014079,-0.133494,1.798897,0.8889,0.14826,0.044119,-0.446832,-1.372516,False
5123,1789220527.115,27.245,both,0.6389,2.4926,-0.3372,-7.903,0.05352,1,2.493,2.493,-0.337,-0.337,2.493:-0.337:-0.1379:0.0535,True,2.4926,-0.4081,,0,1,1,3.98,1.0,0.03189,0.011474,-0.113,1.759466,0.7778,0.15146,0.038801,-0.394564,-1.505521,False
5124,1789220527.216,27.782,both,0.6424,2.4957,-0.3333,-8.106,0.05497,1,2.496,2.496,-0.333,-0.333,2.496:-0.333:-0.1415:0.0550,True,2.4957,-0.392,,0,1,1,3.98,1.0,0.03238,0.013371,-0.12913,1.793888,0.8889,0.14865,0.046949,-0.474494,-1.309849,False
5125,1789220527.315,25.754,both,0.6416,2.4966,-0.333,-8.161,0.05568,1,2.497,2.497,-0.333,-0.333,2.497:-0.333:-0.1424:0.0557,True,2.4966,-0.3979,,0,1,1,3.98,1.0,0.03238,0.013318,-0.12602,1.783125,0.8889,0.14919,0.04586,-0.461014,-1.350492,False
5126,1789220527.416,25.864,both,0.6413,2.4976,-0.332,-8.226,0.05617,1,2.498,2.498,-0.332,-0.332,2.498:-0.332:-0.1436:0.0562,True,2.4976,-0.3957,,0,1,1,3.98,1.0,0.03199,0.012954,-0.123962,1.780003,0.8889,0.14974,0.046244,-0.466565,-1.332642,False
5127,1789220527.515,25.709,both,0.6407,2.4986,-0.3313,-8.289,0.05682,1,2.499,2.499,-0.331,-0.331,2.499:-0.331:-0.1447:0.0568,True,2.4986,-0.3963,,0,1,1,3.98,1.0,0.03147,0.014419,-0.135517,1.801248,0.8889,0.15071,0.045852,-0.462553,-1.341984,False
5128,1789220527.615,26.486,both,0.6422,2.4967,-0.3326,-8.157,0.05571,1,2.497,2.497,-0.333,-0.333,2.497:-0.333:-0.1424:0.0557,True,2.4967,-0.3987,,0,1,1,3.97,1.0,0.03086,0.012461,-0.120619,1.774519,0.8889,0.1457,0.042154,-0.427289,-1.419756,False
5129,1789220527.717,27.759,both,0.6387,2.4969,-0.3309,-8.161,0.05531,1,2.497,2.497,-0.331,-0.331,2.497:-0.331:-0.1424:0.0553,True,2.4969,-0.3919,,0,1,1,3.97,1.0,0.03069,0.010525,-0.10423,1.740826,0.8889,0.14816,0.045535,-0.462973,-1.327606,False
5130,1789220527.815,26.713,both,0.6425,2.4976,-0.3305,-8.206,0.05578,1,2.498,2.498,-0.331,-0.331,2.498:-0.331:-0.1432:0.0558,True,2.4976,-0.3955,,0,1,1,3.98,1.0,0.03093,0.013065,-0.124951,1.782815,0.8889,0.15008,0.045641,-0.460666,-1.345311,False
5131,1789220527.916,27.582,both,0.6371,2.4898,-0.3411,-7.699,0.05248,1,2.49,2.49,-0.341,-0.341,2.490:-0.341:-0.1344:0.0525,True,2.4898,-0.42,,0,1,1,3.98,1.0,0.03186,0.013931,-0.130909,1.791632,0.7778,0.15261,0.031576,-0.321886,-1.682823,False
5132,1789220528.015,24.993,both,0.64,2.485,-0.3488,-7.357,0.05044,1,2.485,2.485,-0.349,-0.349,2.485:-0.349:-0.1284:0.0504,True,2.485,-0.4212,,0,1,1,3.98,1.0,0.0315,0.014279,-0.13375,1.79824,0.7778,0.15108,0.03227,-0.326209,-1.679714,False
5133,1789220528.117,27.776,both,0.6378,2.4878,-0.3448,-7.578,0.05185,1,2.488,2.488,-0.345,-0.345,2.488:-0.345:-0.1323:0.0519,True,2.4878,-0.4002,,0,1,1,3.98,1.0,0.0319,0.01164,-0.114618,1.764304,0.8889,0.15213,0.045161,-0.453082,-1.372773,False
5134,1789220528.214,26.011,both,0.6483,2.4891,-0.3428,-7.654,0.05245,1,2.489,2.489,-0.343,-0.343,2.489:-0.343:-0.1336:0.0525,True,2.4891,-0.4008,,0,1,1,3.99,1.0,0.03186,0.014406,-0.134402,1.798673,0.7778,0.14986,0.040965,-0.416595,-1.445647,False
5135,1789220528.316,27.998,both,0.6387,2.4932,-0.337,-7.932,0.05425,1,2.493,2.493,-0.337,-0.337,2.493:-0.337:-0.1384:0.0543,True,2.4932,-0.391,,0,1,1,3.97,1.0,0.0304,0.012904,-0.124103,1.780789,0.8889,0.1485,0.047512,-0.479977,-1.294261,False
5136,1789220528.415,26.3,both,0.6407,2.4902,-0.3404,-7.734,0.05258,1,2.49,2.49,-0.34,-0.34,2.490:-0.340:-0.1350:0.0526,True,2.4902,-0.4078,,0,1,1,3.98,1.0,0.03095,0.01168,-0.114407,1.762355,0.7778,0.15118,0.038171,-0.388226,-1.518717,False
5137,1789220528.515,27.213,both,0.6389,2.4894,-0.3416,-7.662,0.05232,1,2.489,2.489,-0.342,-0.342,2.489:-0.342:-0.1337:0.0523,True,2.4894,-0.405,,0,1,1,3.97,1.0,0.03212,0.013192,-0.12503,1.780566,0.7778,0.14661,0.039862,-0.402007,-1.486975,False
5138,1789220528.616,26.07,both,0.6402,2.4907,-0.339,-7.744,0.05268,1,2.491,2.491,-0.339,-0.339,2.491:-0.339:-0.1352:0.0527,True,2.4907,-0.3962,,0,1,1,3.97,1.0,0.03169,0.013408,-0.126557,1.782672,0.7778,0.14623,0.041695,-0.427032,-1.410178,False
5139,1789220528.715,26.842,both,0.6477,2.4917,-0.3383,-7.816,0.05344,1,2.492,2.492,-0.338,-0.338,2.492:-0.338:-0.1364:0.0534,True,2.4917,-0.4004,,0,1,1,3.99,1.0,0.03231,0.013024,-0.121657,1.772173,0.8889,0.1498,0.043811,-0.442365,-1.392371,False
5140,1789220528.817,29.0,both,0.6438,2.4946,-0.3337,-7.997,0.05441,1,2.495,2.495,-0.334,-0.334,2.495:-0.334:-0.1396:0.0544,True,2.4946,-0.3898,,0,1,1,3.98,1.0,0.03188,0.012905,-0.122937,1.778225,0.8889,0.14823,0.045625,-0.46582,-1.318285,False
5141,1789220528.916,26.443,both,0.6413,2.4986,-0.3299,-8.263,0.05653,1,2.499,2.499,-0.33,-0.33,2.499:-0.330:-0.1442:0.0565,True,2.4986,-0.3903,,0,1,1,3.98,1.0,0.03202,0.01501,-0.140184,1.809516,0.8889,0.14974,0.04868,-0.491662,-1.267883,False
5142,1789220529.016,27.759,both,0.6363,2.4993,-0.3289,-8.298,0.05671,1,2.499,2.499,-0.329,-0.329,2.499:-0.329:-0.1448:0.0567,True,2.4993,-0.3926,,0,1,1,3.97,1.0,0.03201,0.013904,-0.131381,1.794535,0.8889,0.14846,0.045079,-0.458292,-1.341573,False
5143,1789220529.115,26.854,both,0.6431,2.4987,-0.3301,-8.269,0.05666,1,2.499,2.499,-0.33,-0.33,2.499:-0.330:-0.1443:0.0567,True,2.4987,-0.3981,,0,1,1,3.98,1.0,0.03144,0.013447,-0.126711,1.782959,0.8889,0.14916,0.044867,-0.452809,-1.365352,False
5144,1789220529.216,25.104,both,0.6359,2.5036,-0.324,-8.549,0.05839,1,2.504,2.504,-0.324,-0.324,2.504:-0.324:-0.1492:0.0584,True,2.5036,-0.3809,,0,1,1,3.97,1.0,0.03074,0.013722,-0.129599,1.789682,0.8889,0.14999,0.051123,-0.520355,-1.185227,False
5145,1789220529.316,27.183,both,0.6393,2.501,-0.3271,-8.404,0.05746,1,2.501,2.501,-0.327,-0.327,2.501:-0.327:-0.1467:0.0575,True,2.501,-0.3985,,0,1,1,3.98,1.0,0.03215,0.013527,-0.12772,1.786187,0.8889,0.15089,0.043428,-0.439904,-1.392825,False
5146,1789220529.415,26.856,both,0.6421,2.4974,-0.3313,-8.189,0.05593,1,2.497,2.497,-0.331,-0.331,2.497:-0.331:-0.1429:0.0559,True,2.4974,-0.4033,,0,1,1,3.98,1.0,0.03218,0.012585,-0.121299,1.774543,0.8889,0.14909,0.041183,-0.416141,-1.452721,False
5147,1789220529.517,28.025,both,0.6387,2.495,-0.3345,-8.053,0.05485,1,2.495,2.495,-0.335,-0.335,2.495:-0.335:-0.1406:0.0549,True,2.495,-0.4045,,0,1,1,3.98,1.0,0.03268,0.013223,-0.128844,1.792738,0.7778,0.1508,0.040554,-0.410517,-1.467582,False
5148,1789220529.615,26.171,both,0.6356,2.495,-0.3343,-8.05,0.05492,1,2.495,2.495,-0.334,-0.334,2.495:-0.334:-0.1405:0.0549,True,2.495,-0.3979,,0,1,1,3.97,1.0,0.03161,0.013683,-0.128662,1.787432,0.8889,0.14934,0.043067,-0.437192,-1.396415,False
5149,1789220529.716,27.242,both,0.6439,2.4952,-0.3329,-8.04,0.05462,1,2.495,2.495,-0.333,-0.333,2.495:-0.333:-0.1403:0.0546,True,2.4952,-0.3934,,0,1,1,3.97,1.0,0.02943,0.011504,-0.111887,1.757579,0.8889,0.14603,0.044006,-0.446782,-1.36805,False
5150,1789220529.813,23.489,both,0.6419,2.4954,-0.3333,-8.07,0.05482,1,2.495,2.495,-0.333,-0.333,2.495:-0.333:-0.1408:0.0548,True,2.4954,-0.3991,,0,1,1,3.98,1.0,0.03022,0.011996,-0.116476,1.765262,0.8889,0.15115,0.04502,-0.454233,-1.364416,False
5151,1789220529.916,27.855,both,0.641,2.4971,-0.3313,-8.176,0.05565,1,2.497,2.497,-0.331,-0.331,2.497:-0.331:-0.1427:0.0557,True,2.4971,-0.3933,,0,1,1,3.98,1.0,0.03129,0.013716,-0.129076,1.788107,0.8889,0.15067,0.04577,-0.464619,-1.329088,False
5152,1789220530.014,25.44,both,0.6454,2.498,-0.3307,-8.226,0.05621,1,2.498,2.498,-0.331,-0.331,2.498:-0.331:-0.1436:0.0562,True,2.498,-0.3953,,0,1,1,3.98,1.0,0.03144,0.013042,-0.123676,1.778329,0.8889,0.14766,0.046324,-0.466451,-1.332742,False
5153,1789220530.115,26.647,both,0.641,2.4956,-0.3332,-8.092,0.05492,1,2.496,2.496,-0.333,-0.333,2.496:-0.333:-0.1412:0.0549,True,2.4956,-0.4016,,0,1,1,3.98,1.0,0.03247,0.01168,-0.116114,1.767418,0.8889,0.14947,0.041689,-0.422829,-1.434039,False
5154,1789220530.216,27.525,both,0.637,2.4972,-0.3316,-8.184,0.05585,1,2.497,2.497,-0.332,-0.332,2.497:-0.332:-0.1428:0.0558,True,2.4972,-0.3941,,0,1,1,3.97,1.0,0.03221,0.014628,-0.135674,1.798522,0.8889,0.1478,0.045274,-0.459169,-1.341269,False
5155,1789220530.315,26.846,both,0.6433,2.4966,-0.3318,-8.141,0.05535,1,2.497,2.497,-0.332,-0.332,2.497:-0.332:-0.1421:0.0553,True,2.4966,-0.3965,,0,1,1,3.97,1.0,0.02941,0.011893,-0.116069,1.766536,0.8889,0.14643,0.043921,-0.444959,-1.378836,False
5156,1789220530.416,25.844,both,0.6438,2.4976,-0.3305,-8.209,0.05569,1,2.498,2.498,-0.331,-0.331,2.498:-0.331:-0.1433:0.0557,True,2.4976,-0.3939,,0,1,1,3.98,1.0,0.03116,0.012585,-0.123032,1.781146,0.8889,0.14894,0.045727,-0.462677,-1.336556,False
5157,1789220530.515,25.399,both,0.6426,2.4988,-0.33,-8.287,0.05658,1,2.499,2.499,-0.33,-0.33,2.499:-0.330:-0.1446:0.0566,True,2.4988,-0.3953,,0,1,1,3.98,1.0,0.032,0.014616,-0.135834,1.799932,0.8889,0.14893,0.045999,-0.465212,-1.332851,False
5158,1789220530.616,27.817,both,0.6484,2.4957,-0.3333,-8.101,0.05504,1,2.496,2.496,-0.333,-0.333,2.496:-0.333:-0.1414:0.0550,True,2.4957,-0.4033,,0,1,1,3.98,1.0,0.02944,0.011985,-0.117265,1.768233,0.8889,0.14768,0.040863,-0.414957,-1.453693,False
5159,1789220530.714,25.736,both,0.6353,2.4957,-0.3328,-8.097,0.05484,1,2.496,2.496,-0.333,-0.333,2.496:-0.333:-0.1413:0.0548,True,2.4957,-0.396,,0,1,1,3.97,1.0,0.03128,0.01245,-0.121073,1.775176,0.8889,0.14984,0.043582,-0.442778,-1.379931,False
5160,1789220530.815,26.22,both,0.6472,2.4929,-0.3368,-7.923,0.05374,1,2.493,2.493,-0.337,-0.337,2.493:-0.337:-0.1383:0.0537,True,2.4929,-0.4071,,0,1,1,3.98,1.0,0.02983,0.012789,-0.122769,1.775711,0.7778,0.14806,0.03969,-0.402091,-1.487543,False
5161,1789220530.914,26.162,both,0.6431,2.4963,-0.3328,-8.14,0.05539,1,2.496,2.496,-0.333,-0.333,2.496:-0.333:-0.1421:0.0554,True,2.4963,-0.3915,,0,1,1,3.98,1.0,0.03111,0.014886,-0.139484,1.808359,0.8889,0.14951,0.04638,-0.471286,-1.310488,False
5162,1789220531.015,25.017,both,0.6436,2.4967,-0.3323,-8.155,0.05557,1,2.497,2.497,-0.332,-0.332,2.497:-0.332:-0.1423:0.0556,True,2.4967,-0.3961,,0,1,1,3.98,1.0,0.03216,0.013408,-0.127271,1.786738,0.8889,0.14811,0.044332,-0.44904,-1.369726,False
5163,1789220531.116,27.574,both,0.6385,2.4936,-0.336,-7.982,0.05398,1,2.494,2.494,-0.336,-0.336,2.494:-0.336:-0.1393:0.0540,True,2.4936,-0.406,,0,1,1,3.98,1.0,0.03189,0.012585,-0.125186,1.787436,0.7778,0.15172,0.039017,-0.397399,-1.496155,False
5164,1789220531.215,26.759,both,0.6434,2.4957,-0.3337,-8.113,0.05508,1,2.496,2.496,-0.334,-0.334,2.496:-0.334:-0.1416:0.0551,True,2.4957,-0.395,,0,1,1,3.98,1.0,0.03216,0.012907,-0.124162,1.780225,0.8889,0.14826,0.04663,-0.469555,-1.324908,False
5165,1789220531.315,27.189,both,0.6435,2.4918,-0.3383,-7.846,0.05322,1,2.492,2.492,-0.338,-0.338,2.492:-0.338:-0.1369:0.0532,True,2.4918,-0.408,,0,1,1,3.98,1.0,0.03167,0.011428,-0.110284,1.752002,0.7778,0.14866,0.03858,-0.391294,-1.513328,False
5166,1789220531.414,25.78,both,0.6428,2.4921,-0.3379,-7.858,0.05346,1,2.492,2.492,-0.338,-0.338,2.492:-0.338:-0.1371:0.0535,True,2.4921,-0.4,,0,1,1,3.98,1.0,0.03201,0.013986,-0.130798,1.79023,0.8889,0.14879,0.041611,-0.4234,-1.428089,False
5167,1789220531.516,27.471,both,0.6428,2.4893,-0.3414,-7.67,0.052,1,2.489,2.489,-0.341,-0.341,2.489:-0.341:-0.1339:0.0520,True,2.4893,-0.4084,,0,1,1,3.98,1.0,0.02934,0.011747,-0.114424,1.762389,0.7778,0.15145,0.038003,-0.386256,-1.524975,False
5168,1789220531.614,24.227,both,0.6507,2.4928,-0.3373,-7.91,0.05384,1,2.493,2.493,-0.337,-0.337,2.493:-0.337:-0.1381:0.0538,True,2.4928,-0.3947,,0,1,1,3.99,1.0,0.02896,0.012944,-0.121862,1.77306,0.8889,0.15123,0.047086,-0.476118,-1.308705,False
5169,1789220531.716,27.27,both,0.6392,2.4902,-0.3402,-7.738,0.05233,1,2.49,2.49,-0.34,-0.34,2.490:-0.340:-0.1351:0.0523,True,2.4902,-0.4068,,0,1,1,3.98,1.0,0.03197,0.012188,-0.118855,1.770639,0.7778,0.15118,0.037825,-0.387039,-1.516626,False
5170,1789220531.816,27.331,both,0.6434,2.4914,-0.3383,-7.816,0.05292,1,2.491,2.491,-0.338,-0.338,2.491:-0.338:-0.1364:0.0529,True,2.4914,-0.3979,,0,1,1,3.98,1.0,0.03135,0.013624,-0.128244,1.78624,0.8889,0.14901,0.042266,-0.431525,-1.405835,False
5171,1789220531.916,26.506,both,0.6421,2.4909,-0.3384,-7.77,0.05238,1,2.491,2.491,-0.338,-0.338,2.491:-0.338:-0.1356:0.0524,True,2.4909,-0.4003,,0,1,1,3.98,1.0,0.031,0.01162,-0.113102,1.758704,0.7778,0.15022,0.040906,-0.417568,-1.440031,False
5172,1789220532.016,27.631,both,0.6404,2.493,-0.3352,-7.904,0.05325,1,2.493,2.493,-0.335,-0.335,2.493:-0.335:-0.1380:0.0533,True,2.493,-0.393,,0,1,1,3.98,1.0,0.03058,0.012468,-0.117896,1.764345,0.7778,0.15177,0.044551,-0.455713,-1.342665,False
5173,1789220532.115,26.692,both,0.6356,2.4937,-0.3349,-7.95,0.05383,1,2.494,2.494,-0.335,-0.335,2.494:-0.335:-0.1388:0.0538,True,2.4937,-0.3985,,0,1,1,3.97,1.0,0.03239,0.014554,-0.137566,1.807174,0.8889,0.14851,0.042278,-0.429204,-1.415328,False
5174,1789220532.215,26.613,both,0.6427,2.4961,-0.3325,-8.125,0.0551,1,2.496,2.496,-0.333,-0.333,2.496:-0.333:-0.1418:0.0551,True,2.4961,-0.3944,,0,1,1,3.98,1.0,0.03152,0.01304,-0.127199,1.789106,0.8889,0.14933,0.046984,-0.47317,-1.316921,False
5175,1789220532.314,25.386,both,0.693,2.518,-0.3327,-9.049,0.07515,1,2.518,2.518,-0.333,-0.333,2.518:-0.333:-0.1579:0.0752,True,2.518,-0.4076,,0,1,1,4.05,1.0,0.03307,0.088416,-0.64668,2.661832,0.7778,0.14694,0.039161,-0.39706,-1.494034,False
5176,1789220532.416,26.798,both,0.6427,2.5122,-0.3311,-8.849,0.06969,1,2.512,2.512,-0.331,-0.331,2.512:-0.331:-0.1544:0.0697,True,2.5122,-0.3939,,0,1,1,3.98,1.0,0.03151,0.012986,-0.123176,1.776466,0.8889,0.14932,0.045759,-0.464571,-1.329658,False
5177,1789220532.516,27.664,both,0.6371,2.5056,-0.3318,-8.555,0.06457,1,2.506,2.506,-0.332,-0.332,2.506:-0.332:-0.1493:0.0646,True,2.5056,-0.3972,,0,1,1,3.97,1.0,0.03202,0.010725,-0.105245,1.74356,0.8889,0.14793,0.043286,-0.439606,-1.389452,False
5178,1789220532.617,27.842,both,0.6417,2.5028,-0.3326,-8.456,0.06203,1,2.503,2.503,-0.333,-0.333,2.503:-0.333:-0.1476:0.0620,True,2.5028,-0.4,,0,1,1,3.98,1.0,0.03162,0.012569,-0.122519,1.77986,0.8889,0.1499,0.045297,-0.455259,-1.367303,False
5179,1789220532.716,27.678,both,0.6408,2.4982,-0.3356,-8.214,0.05889,1,2.498,2.498,-0.336,-0.336,2.498:-0.336:-0.1434:0.0589,True,2.4982,-0.4044,,0,1,1,3.98,1.0,0.03164,0.011946,-0.117397,1.769714,0.7778,0.15047,0.040952,-0.414139,-1.459901,False
5180,1789220532.814,24.673,both,0.6451,2.493,-0.3406,-7.908,0.05603,1,2.493,2.493,-0.341,-0.341,2.493:-0.341:-0.1380:0.0560,True,2.493,-0.4113,,0,1,1,3.98,1.0,0.03151,0.013942,-0.131587,1.793811,0.7778,0.14778,0.036531,-0.371022,-1.562863,False
5181,1789220532.916,27.795,both,0.6452,2.4918,-0.341,-7.82,0.05492,1,2.492,2.492,-0.341,-0.341,2.492:-0.341:-0.1365:0.0549,True,2.4918,-0.4033,,0,1,1,3.98,1.0,0.03012,0.01326,-0.125006,1.779587,0.7778,0.14909,0.04048,-0.409823,-1.465354,False
5182,1789220533.015,25.784,both,0.6424,2.4937,-0.3377,-7.951,0.0553,1,2.494,2.494,-0.338,-0.338,2.494:-0.338:-0.1388:0.0553,True,2.4937,-0.3956,,0,1,1,3.98,1.0,0.0303,0.010612,-0.103993,1.739293,0.8889,0.15074,0.047341,-0.475814,-1.312571,False
5183,1789220533.116,27.552,both,0.6364,2.4921,-0.3397,-7.861,0.05444,1,2.492,2.492,-0.34,-0.34,2.492:-0.340:-0.1372:0.0544,True,2.4921,-0.4061,,0,1,1,3.98,1.0,0.03201,0.012395,-0.118199,1.767165,0.7778,0.15298,0.041456,-0.418426,-1.454063,False
5184,1789220533.215,26.469,both,0.6399,2.4962,-0.3332,-8.111,0.0556,1,2.496,2.496,-0.333,-0.333,2.496:-0.333:-0.1416:0.0556,True,2.4962,-0.3863,,0,1,1,3.98,1.0,0.03159,0.011246,-0.10911,1.749432,0.7778,0.15107,0.049106,-0.499018,-1.240787,False
5185,1789220533.315,26.995,both,0.6435,2.4943,-0.3358,-8.002,0.05487,1,2.494,2.494,-0.336,-0.336,2.494:-0.336:-0.1397:0.0549,True,2.4943,-0.4043,,0,1,1,3.98,1.0,0.03126,0.014213,-0.133164,1.794599,0.7778,0.14909,0.040412,-0.410993,-1.462289,False
5186,1789220533.415,25.691,both,0.6432,2.4971,-0.3322,-8.181,0.05601,1,2.497,2.497,-0.332,-0.332,2.497:-0.332:-0.1428:0.0560,True,2.4971,-0.3915,,0,1,1,3.98,1.0,0.03012,0.013357,-0.127397,1.787058,0.8889,0.15038,0.047322,-0.47879,-1.29764,False
5187,1789220533.515,26.542,both,0.6419,2.4974,-0.3316,-8.202,0.05589,1,2.497,2.497,-0.332,-0.332,2.497:-0.332:-0.1431:0.0559,True,2.4974,-0.3956,,0,1,1,3.98,1.0,0.03298,0.012686,-0.122867,1.779469,0.8889,0.14838,0.0447,-0.453799,-1.357079,False
5188,1789220533.616,27.913,both,0.6503,2.494,-0.336,-7.984,0.05462,1,2.494,2.494,-0.336,-0.336,2.494:-0.336:-0.1393:0.0546,True,2.494,-0.4068,,0,1,1,3.99,1.0,0.03161,0.013993,-0.131525,1.794246,0.7778,0.14886,0.038978,-0.394198,-1.507401,False
