"idx","lat","lon","east_m","north_m","yaw_rad","yaw_deg","s_m","segment_type","zone_id","inside_zone","parking_mode","drive_mode"
"41","37.30406658","127.90740280","-11.525307","-11.955330","-2.325110492","-133.219018","10.193369","STRAIGHT","3","1","none","mission"
"42","37.30406495","127.90740088","-11.695559","-12.136508","-2.325110492","-133.219018","10.441988","STRAIGHT","3","1","none","mission"
"43","37.30406331","127.90739896","-11.865810","-12.317687","-2.325110492","-133.219018","10.690606","STRAIGHT","3","1","none","mission"
"44","37.30406168","127.90739704","-12.036061","-12.498866","-2.325110492","-133.219018","10.939225","STRAIGHT","3","1","none","mission"
"45","37.30406005","127.90739512","-12.206313","-12.680045","-2.325110492","-133.219018","11.187844","STRAIGHT","3","1","none","mission"
"46","37.30405842","127.90739320","-12.376564","-12.861223","-2.325110492","-133.219018","11.436463","STRAIGHT","3","1","none","mission"
"47","37.30405678","127.90739128","-12.546816","-13.042402","-2.325110492","-133.219018","11.685081","STRAIGHT","3","1","none","mission"
"48","37.30405515","127.90738936","-12.717067","-13.223581","-2.325110492","-133.219018","11.933700","STRAIGHT","3","1","none","mission"
"49","37.30405352","127.90738744","-12.887318","-13.404760","-2.325110492","-133.219018","12.182319","STRAIGHT","3","1","none","mission"
"50","37.30405189","127.90738552","-13.057570","-13.585939","-2.325110492","-133.219018","12.430938","STRAIGHT","3","1","none","mission"
"51","37.30405025","127.90738360","-13.227821","-13.767117","-2.325110492","-133.219018","12.679556","STRAIGHT","3","1","none","mission"
"52","37.30404862","127.90738168","-13.398073","-13.948296","-2.325110492","-133.219018","12.928175","STRAIGHT","3","1","none","mission"
"53","37.30404699","127.90737976","-13.568324","-14.129475","-2.325110492","-133.219018","13.176794","STRAIGHT","3","1","none","mission"
"54","37.30404536","127.90737783","-13.738575","-14.310654","-2.325110492","-133.219018","13.425413","STRAIGHT","3","1","none","mission"
"55","37.30404372","127.90737591","-13.908827","-14.491832","-2.325110492","-133.219018","13.674031","STRAIGHT","3","1","none","mission"
"56","37.30404209","127.90737399","-14.079078","-14.673011","-2.325110492","-133.219018","13.922650","STRAIGHT","3","1","none","mission"
"57","37.30404046","127.90737207","-14.249330","-14.854190","-2.325110492","-133.219018","14.171269","STRAIGHT","3","1","none","mission"
"58","37.30403883","127.90737015","-14.419581","-15.035369","-2.325110492","-133.219018","14.419888","STRAIGHT","3","1","none","mission"
"59","37.30403719","127.90736823","-14.589832","-15.216547","-2.325110492","-133.219018","14.668507","STRAIGHT","3","1","none","mission"
"60","37.30403556","127.90736631","-14.760084","-15.397726","-2.325110492","-133.219018","14.917125","STRAIGHT","3","1","none","mission"
"61","37.30403393","127.90736439","-14.930335","-15.578905","-2.325110492","-133.219018","15.165744","STRAIGHT","3","1","none","mission"
"62","37.30403230","127.90736247","-15.100587","-15.760084","-2.325110492","-133.219018","15.414363","STRAIGHT","3","1","none","mission"
"63","37.30403066","127.90736055","-15.270838","-15.941263","-2.325110492","-133.219018","15.662982","STRAIGHT","3","1","none","mission"
"64","37.30402903","127.90735863","-15.441089","-16.122441","-2.325110492","-133.219018","15.911600","STRAIGHT","3","1","none","mission"
"65","37.30402740","127.90735671","-15.611341","-16.303620","-2.325110492","-133.219018","16.160219","STRAIGHT","3","1","none","mission"
"66","37.30402577","127.90735479","-15.781592","-16.484799","-2.325110492","-133.219018","16.408838","STRAIGHT","3","1","none","mission"
"67","37.30402413","127.90735287","-15.951844","-16.665978","-2.325110492","-133.219018","16.657457","STRAIGHT","3","1","none","mission"
"68","37.30402250","127.90735095","-16.122095","-16.847156","-2.325110492","-133.219018","16.906075","STRAIGHT","3","1","none","mission"
"69","37.30402087","127.90734903","-16.292346","-17.028335","-2.325110492","-133.219018","17.154694","STRAIGHT","3","1","none","mission"
"70","37.30401924","127.90734711","-16.462598","-17.209514","-2.325110492","-133.219018","17.403313","STRAIGHT","3","1","none","mission"
"71","37.30401760","127.90734519","-16.632849","-17.390693","-2.325110492","-133.219018","17.651932","STRAIGHT","3","1","none","mission"
"72","37.30401597","127.90734327","-16.803101","-17.571872","-2.325110492","-133.219018","17.900550","STRAIGHT","3","1","none","mission"
"73","37.30401434","127.90734135","-16.973352","-17.753050","-2.325110492","-133.219018","18.149169","STRAIGHT","3","1","none","mission"
"74","37.30401271","127.90733943","-17.143603","-17.934229","-2.325110492","-133.219018","18.397788","STRAIGHT","3","1","none","mission"
"75","37.30401107","127.90733751","-17.313855","-18.115408","-2.325110492","-133.219018","18.646407","STRAIGHT","3","1","none","mission"
"76","37.30400944","127.90733559","-17.484106","-18.296587","-2.325110492","-133.219018","18.895025","STRAIGHT","3","1","none","mission"
"77","37.30400781","127.90733367","-17.654358","-18.477765","-2.325110492","-133.219018","19.143644","STRAIGHT","3","1","none","mission"
"78","37.30400618","127.90733175","-17.824609","-18.658944","-2.325110492","-133.219018","19.392263","STRAIGHT","3","1","none","mission"
"79","37.30400454","127.90732983","-17.994860","-18.840123","-2.325110492","-133.219018","19.640882","STRAIGHT","3","1","none","mission"
"80","37.30400291","127.90732791","-18.165112","-19.021302","-2.325110492","-133.219018","19.889500","STRAIGHT","3","1","none","mission"
"81","37.30400128","127.90732598","-18.335363","-19.202480","-2.325110492","-133.219018","20.138119","STRAIGHT","3","1","none","mission"
"82","37.30399965","127.90732406","-18.505615","-19.383659","-2.325110492","-133.219018","20.386738","STRAIGHT","3","1","none","mission"
"83","37.30399801","127.90732214","-18.675866","-19.564838","-2.325110492","-133.219018","20.635357","STRAIGHT","3","1","none","mission"
"84","37.30399638","127.90732022","-18.846117","-19.746017","-2.325110492","-133.219018","20.883975","STRAIGHT","3","1","none","mission"
"85","37.30399475","127.90731830","-19.016369","-19.927196","-2.325110492","-133.219018","21.132594","STRAIGHT","3","1","none","mission"
"86","37.30399312","127.90731638","-19.186620","-20.108374","-2.325110492","-133.219018","21.381213","STRAIGHT","3","1","none","mission"
"87","37.30399148","127.90731446","-19.356872","-20.289553","-2.325110492","-133.219018","21.629832","STRAIGHT","3","1","none","mission"
"88","37.30398985","127.90731254","-19.527123","-20.470732","-2.325110492","-133.219018","21.878450","STRAIGHT","3","1","none","mission"
"89","37.30398822","127.90731062","-19.697374","-20.651911","-2.325110492","-133.219018","22.127069","STRAIGHT","3","1","none","mission"
"90","37.30398659","127.90730870","-19.867626","-20.833089","-2.325110492","-133.219018","22.375688","STRAIGHT","3","1","none","mission"
"91","37.30398495","127.90730678","-20.037877","-21.014268","-2.325110492","-133.219018","22.624307","STRAIGHT","0","0","none","mission"
"92","37.30398332","127.90730486","-20.208128","-21.195447","-2.325110492","-133.219018","22.872925","STRAIGHT","0","0","none","mission"
"93","37.30398169","127.90730294","-20.378380","-21.376626","-2.325110492","-133.219018","23.121544","STRAIGHT","0","0","none","mission"
"94","37.30398006","127.90730102","-20.548631","-21.557804","-2.325110492","-133.219018","23.370163","STRAIGHT","0","0","none","mission"
"95","37.30397842","127.90729910","-20.718883","-21.738983","-2.325110492","-133.219018","23.618782","STRAIGHT","0","0","none","mission"
"96","37.30397679","127.90729718","-20.889134","-21.920162","-2.325110492","-133.219018","23.867400","STRAIGHT","0","0","none","mission"
"97","37.30397516","127.90729526","-21.059385","-22.101341","-2.325110492","-133.219018","24.116019","STRAIGHT","0","0","none","mission"
"98","37.30397353","127.90729334","-21.229637","-22.282520","-2.325110492","-133.219018","24.364638","STRAIGHT","0","0","none","mission"
"99","37.30397189","127.90729142","-21.399888","-22.463698","-2.325110492","-133.219018","24.613257","STRAIGHT","0","0","none","mission"
"100","37.30397026","127.90728950","-21.570140","-22.644877","-2.325110492","-133.219018","24.861875","STRAIGHT","0","0","none","mission"
"101","37.30396863","127.90728758","-21.740391","-22.826056","-2.325110492","-133.219018","25.110494","STRAIGHT","0","0","none","mission"
"102","37.30396700","127.90728566","-21.910642","-23.007235","-2.325110492","-133.219018","25.359113","STRAIGHT","0","0","none","mission"
"103","37.30396536","127.90728374","-22.080894","-23.188413","-2.325110492","-133.219018","25.607732","STRAIGHT","0","0","none","mission"
"104","37.30396373","127.90728182","-22.251145","-23.369592","-2.325110492","-133.219018","25.856350","STRAIGHT","0","0","none","mission"
"105","37.30396210","127.90727990","-22.421397","-23.550771","-2.325110492","-133.219018","26.104969","STRAIGHT","0","0","none","mission"
"106","37.30396047","127.90727798","-22.591648","-23.731950","-2.325110492","-133.219018","26.353588","STRAIGHT","0","0","none","mission"
"107","37.30395883","127.90727606","-22.761899","-23.913128","-2.325110492","-133.219018","26.602207","STRAIGHT","0","0","none","mission"
"108","37.30395720","127.90727414","-22.932151","-24.094307","-2.325110492","-133.219018","26.850825","STRAIGHT","0","0","none","mission"
"109","37.30395557","127.90727221","-23.102402","-24.275486","-2.325110492","-133.219018","27.099444","STRAIGHT","0","0","none","mission"
"110","37.30395394","127.90727029","-23.272654","-24.456665","-2.325110492","-133.219018","27.348063","STRAIGHT","0","0","none","mission"
"111","37.30395230","127.90726837","-23.442905","-24.637844","-2.325110492","-133.219018","27.596682","STRAIGHT","0","0","none","mission"
"112","37.30395067","127.90726645","-23.613156","-24.819022","-2.325110492","-133.219018","27.845301","STRAIGHT","0","0","none","mission"
"113","37.30394904","127.90726453","-23.783408","-25.000201","-2.325110492","-133.219018","28.093919","STRAIGHT","0","0","none","mission"
"114","37.30394741","127.90726261","-23.953659","-25.181380","-2.325110492","-133.219018","28.342538","STRAIGHT","0","0","none","mission"
"115","37.30394577","127.90726069","-24.123911","-25.362559","-2.325110492","-133.219018","28.591157","STRAIGHT","0","0","none","mission"
"116","37.30394414","127.90725877","-24.294162","-25.543737","-2.325110492","-133.219018","28.839776","STRAIGHT","0","0","none","mission"
"117","37.30394251","127.90725685","-24.464413","-25.724916","-2.325110492","-133.219018","29.088394","STRAIGHT","0","0","none","mission"
"118","37.30394088","127.90725493","-24.634665","-25.906095","-2.325110492","-133.219018","29.337013","STRAIGHT","0","0","none","mission"
"119","37.30393924","127.90725301","-24.804916","-26.087274","-2.325110492","-133.219018","29.585632","STRAIGHT","0","0","none","mission"
"120","37.30393761","127.90725109","-24.975168","-26.268453","-2.325110492","-133.219018","29.834251","STRAIGHT","0","0","none","mission"
"121","37.30393598","127.90724917","-25.145419","-26.449631","-2.325110492","-133.219018","30.082869","STRAIGHT","0","0","none","mission"
"122","37.30393435","127.90724725","-25.315670","-26.630810","-2.325110492","-133.219018","30.331488","STRAIGHT","0","0","none","mission"
"123","37.30393271","127.90724533","-25.485922","-26.811989","-2.325110492","-133.219018","30.580107","STRAIGHT","0","0","none","mission"
"124","37.30393108","127.90724341","-25.656173","-26.993168","-2.325110492","-133.219018","30.828726","STRAIGHT","0","0","none","mission"
"125","37.30392945","127.90724149","-25.826425","-27.174346","-2.325110492","-133.219018","31.077344","STRAIGHT","0","0","none","mission"
"126","37.30392782","127.90723957","-25.996676","-27.355525","-2.325110492","-133.219018","31.325963","STRAIGHT","0","0","none","mission"
"127","37.30392618","127.90723765","-26.166927","-27.536704","-2.325110492","-133.219018","31.574582","STRAIGHT","0","0","none","mission"
"128","37.30392455","127.90723573","-26.337179","-27.717883","-2.325110492","-133.219018","31.823201","STRAIGHT","0","0","none","mission"
"129","37.30392292","127.90723381","-26.507430","-27.899061","-2.325110492","-133.219018","32.071819","STRAIGHT","0","0","none","mission"
"130","37.30392129","127.90723189","-26.677682","-28.080240","-2.325110492","-133.219018","32.320438","STRAIGHT","0","0","none","mission"
"131","37.30391965","127.90722997","-26.847933","-28.261419","-2.325110492","-133.219018","32.569057","STRAIGHT","0","0","none","mission"
"132","37.30391802","127.90722805","-27.018184","-28.442598","-2.325110492","-133.219018","32.817676","STRAIGHT","0","0","none","mission"
"133","37.30391639","127.90722613","-27.188436","-28.623777","-2.325110492","-133.219018","33.066294","STRAIGHT","0","0","none","mission"
"134","37.30391476","127.90722421","-27.358687","-28.804955","-2.325110492","-133.219018","33.314913","STRAIGHT","0","0","none","mission"
"135","37.30391312","127.90722229","-27.528939","-28.986134","-2.325110492","-133.219018","33.563532","STRAIGHT","0","0","none","mission"
"136","37.30391149","127.90722036","-27.699190","-29.167313","-2.325110492","-133.219018","33.812151","STRAIGHT","0","0","none","mission"
"137","37.30390986","127.90721844","-27.869441","-29.348492","-2.325110492","-133.219018","34.060769","STRAIGHT","0","0","none","mission"
"138","37.30390823","127.90721652","-28.039693","-29.529670","-2.325110492","-133.219018","34.309388","STRAIGHT","0","0","none","mission"
"139","37.30390659","127.90721460","-28.209944","-29.710849","-2.325110492","-133.219018","34.558007","STRAIGHT","0","0","none","mission"
"140","37.30390496","127.90721268","-28.380196","-29.892028","-2.325110492","-133.219018","34.806626","STRAIGHT","0","0","none","mission"
"141","37.30390333","127.90721076","-28.550447","-30.073207","-2.325110492","-133.219018","35.055244","STRAIGHT","0","0","none","mission"
"142","37.30390170","127.90720884","-28.720698","-30.254385","-2.325110492","-133.219018","35.303863","STRAIGHT","0","0","none","mission"
"143","37.30390006","127.90720692","-28.890950","-30.435564","-2.325110492","-133.219018","35.552482","STRAIGHT","0","0","none","mission"
"144","37.30389843","127.90720500","-29.061201","-30.616743","-2.325110492","-133.219018","35.801101","STRAIGHT","0","0","none","mission"
"145","37.30389680","127.90720308","-29.231453","-30.797922","-2.325110492","-133.219018","36.049719","STRAIGHT","0","0","none","mission"
"146","37.30389517","127.90720116","-29.401704","-30.979101","-2.325110492","-133.219018","36.298338","STRAIGHT","0","0","none","mission"
"147","37.30389353","127.90719924","-29.571955","-31.160279","-2.325110492","-133.219018","36.546957","STRAIGHT","0","0","none","mission"
"148","37.30389190","127.90719732","-29.742207","-31.341458","-2.325110492","-133.219018","36.795576","STRAIGHT","0","0","none","mission"
"149","37.30389027","127.90719540","-29.912458","-31.522637","-2.325110492","-133.219018","37.044194","STRAIGHT","0","0","none","mission"
"150","37.30388864","127.90719348","-30.082709","-31.703816","-2.325110492","-133.219018","37.292813","STRAIGHT","0","0","none","mission"
"151","37.30388700","127.90719156","-30.252961","-31.884994","-2.325110492","-133.219018","37.541432","STRAIGHT","0","0","none","mission"
"152","37.30388537","127.90718964","-30.423212","-32.066173","-2.325110492","-133.219018","37.790051","STRAIGHT","0","0","none","mission"
"153","37.30388374","127.90718772","-30.593464","-32.247352","-2.325110492","-133.219018","38.038669","STRAIGHT","0","0","none","mission"
"154","37.30388211","127.90718580","-30.763715","-32.428531","-2.325110492","-133.219018","38.287288","STRAIGHT","0","0","none","mission"
"155","37.30388047","127.90718388","-30.933966","-32.609709","-2.325110492","-133.219018","38.535907","STRAIGHT","0","0","none","mission"
"156","37.30387884","127.90718196","-31.104218","-32.790888","-2.325110492","-133.219018","38.784526","STRAIGHT","0","0","none","mission"
"157","37.30387721","127.90718004","-31.274469","-32.972067","-2.325110492","-133.219018","39.033144","STRAIGHT","0","0","none","mission"
"158","37.30387558","127.90717812","-31.444721","-33.153246","-2.325110492","-133.219018","39.281763","STRAIGHT","0","0","none","mission"
"159","37.30387394","127.90717620","-31.614972","-33.334425","-2.325110492","-133.219018","39.530382","STRAIGHT","0","0","none","mission"
"160","37.30387231","127.90717428","-31.785223","-33.515603","-2.325110492","-133.219018","39.779001","STRAIGHT","0","0","perpendicular","mission"
"161","37.30387068","127.90717236","-31.955475","-33.696782","-2.325110492","-133.219018","40.027619","STRAIGHT","0","0","none","mission"
"162","37.30386905","127.90717044","-32.125726","-33.877961","-2.325110492","-133.219018","40.276238","STRAIGHT","0","0","none","mission"
"163","37.30386741","127.90716852","-32.295978","-34.059140","-2.325110492","-133.219018","40.524857","STRAIGHT","0","0","none","mission"
"164","37.30386578","127.90716659","-32.466229","-34.240318","-2.325110492","-133.219018","40.773476","STRAIGHT","0","0","none","mission"
"165","37.30386415","127.90716467","-32.636480","-34.421497","-2.325110492","-133.219018","41.022094","STRAIGHT","0","0","none","mission"
"166","37.30386252","127.90716275","-32.806732","-34.602676","-2.325110492","-133.219018","41.270713","STRAIGHT","0","0","none","mission"
"167","37.30386088","127.90716083","-32.976983","-34.783855","-2.325110492","-133.219018","41.519332","STRAIGHT","0","0","none","mission"
"168","37.30385925","127.90715891","-33.147235","-34.965034","-2.325110492","-133.219018","41.767951","STRAIGHT","0","0","none","mission"
"169","37.30385762","127.90715699","-33.317486","-35.146212","-2.325110492","-133.219018","42.016570","STRAIGHT","0","0","none","mission"
"170","37.30385599","127.90715507","-33.487737","-35.327391","-2.325110492","-133.219018","42.265188","STRAIGHT","0","0","none","mission"
"171","37.30385435","127.90715315","-33.657989","-35.508570","-2.325110492","-133.219018","42.513807","STRAIGHT","0","0","none","mission"
"172","37.30385272","127.90715123","-33.828240","-35.689749","-2.325110492","-133.219018","42.762426","STRAIGHT","0","0","none","mission"
"173","37.30385109","127.90714931","-33.998492","-35.870927","-2.325110492","-133.219018","43.011045","STRAIGHT","0","0","none","mission"
"174","37.30384946","127.90714739","-34.168743","-36.052106","-2.325110492","-133.219018","43.259663","STRAIGHT","0","0","none","mission"
"175","37.30384783","127.90714547","-34.338994","-36.233285","-2.325110492","-133.219018","43.508282","STRAIGHT","0","0","none","mission"
"176","37.30384619","127.90714355","-34.509246","-36.414464","-2.325110492","-133.219018","43.756901","STRAIGHT","0","0","none","mission"
"177","37.30384456","127.90714163","-34.679497","-36.595642","-2.325110492","-133.219018","44.005520","STRAIGHT","0","0","none","mission"
"178","37.30384293","127.90713971","-34.849749","-36.776821","-2.325110492","-133.219018","44.254138","STRAIGHT","0","0","none","mission"
"179","37.30384130","127.90713779","-35.020000","-36.958000","-2.325110492","-133.219018","44.502757","STRAIGHT","0","0","none","mission"
