"idx","lat","lon","east_m","north_m","yaw_rad","yaw_deg","s_m","segment_type","zone_id","inside_zone","state","parking_mode","drive_mode"
"16","37.30405904","127.90742849","-9.247765","-12.792005","0.523584608","29.999188","3.999733","CUBIC_HERMITE","3","1","0","none","mission"
"17","37.30406017","127.90743093","-9.031549","-12.666504","0.529418721","30.333458","4.249733","CUBIC_HERMITE","3","1","0","none","mission"
"18","37.30406131","127.90743336","-8.816219","-12.539491","0.538208887","30.837098","4.499732","CUBIC_HERMITE","3","1","0","none","mission"
"19","37.30406248","127.90743577","-8.602243","-12.410210","0.551802912","31.615978","4.749730","CUBIC_HERMITE","3","1","0","none","mission"
"20","37.30406368","127.90743816","-8.390448","-12.277392","0.574603283","32.922343","4.999726","CUBIC_HERMITE","3","1","0","none","mission"
"21","37.30406493","127.90744050","-8.182601","-12.138499","0.617701055","35.391663","5.249709","CUBIC_HERMITE","3","1","0","none","mission"
"22","37.30406618","127.90744256","-8.000000","-12.000000","0.677528348","38.819515","5.478892","CUBIC_HERMITE","3","1","0","none","mission"
"23","37.30406762","127.90744470","-7.810714","-11.839286","0.703946119","40.333142","5.727203","STRAIGHT","3","1","0","none","mission"
"24","37.30406907","127.90744683","-7.621429","-11.678571","0.703946119","40.333142","5.975514","STRAIGHT","3","1","0","none","mission"
"25","37.30407052","127.90744897","-7.432143","-11.517857","0.703946119","40.333142","6.223824","STRAIGHT","3","1","0","none","mission"
"26","37.30407197","127.90745110","-7.242857","-11.357143","0.703946119","40.333142","6.472135","STRAIGHT","3","1","0","none","mission"
"27","37.30407342","127.90745324","-7.053571","-11.196429","0.703946119","40.333142","6.720446","STRAIGHT","3","1","0","none","mission"
"28","37.30407486","127.90745537","-6.864286","-11.035714","0.703946119","40.333142","6.968756","STRAIGHT","3","1","0","none","mission"
"29","37.30407631","127.90745751","-6.675000","-10.875000","0.703946119","40.333142","7.217067","STRAIGHT","3","1","0","none","mission"
"30","37.30407776","127.90745964","-6.485714","-10.714286","0.703946119","40.333142","7.465377","STRAIGHT","3","1","0","none","mission"
"31","37.30407921","127.90746178","-6.296429","-10.553571","0.703946119","40.333142","7.713688","STRAIGHT","3","1","0","none","mission"
"32","37.30408066","127.90746391","-6.107143","-10.392857","0.703946119","40.333142","7.961999","STRAIGHT","3","1","0","none","mission"
"33","37.30408210","127.90746605","-5.917857","-10.232143","0.703946119","40.333142","8.210309","STRAIGHT","3","1","0","none","mission"
"34","37.30408355","127.90746818","-5.728571","-10.071429","0.703946119","40.333142","8.458620","STRAIGHT","3","1","0","none","mission"
"35","37.30408500","127.90747032","-5.539286","-9.910714","0.703946119","40.333142","8.706930","STRAIGHT","3","1","0","none","mission"
"36","37.30408645","127.90747245","-5.350000","-9.750000","0.703946119","40.333142","8.955241","STRAIGHT","3","1","0","none","mission"
"37","37.30408790","127.90747459","-5.160714","-9.589286","0.703946119","40.333142","9.203552","STRAIGHT","0","0","0","none","mission"
"38","37.30408935","127.90747672","-4.971429","-9.428571","0.703946119","40.333142","9.451862","STRAIGHT","0","0","0","none","mission"
"39","37.30409079","127.90747886","-4.782143","-9.267857","0.703946119","40.333142","9.700173","STRAIGHT","0","0","0","none","mission"
"40","37.30409224","127.90748099","-4.592857","-9.107143","0.703946119","40.333142","9.948484","STRAIGHT","0","0","0","none","mission"
"41","37.30409369","127.90748313","-4.403571","-8.946429","0.703946119","40.333142","10.196794","STRAIGHT","0","0","0","none","mission"
"42","37.30409514","127.90748526","-4.214286","-8.785714","0.703946119","40.333142","10.445105","STRAIGHT","0","0","0","none","mission"
"43","37.30409659","127.90748740","-4.025000","-8.625000","0.703946119","40.333142","10.693415","STRAIGHT","0","0","0","none","mission"
"44","37.30409803","127.90748953","-3.835714","-8.464286","0.703946119","40.333142","10.941726","STRAIGHT","0","0","0","none","mission"
"45","37.30409948","127.90749167","-3.646429","-8.303571","0.703946119","40.333142","11.190037","STRAIGHT","0","0","0","none","mission"
"46","37.30410093","127.90749380","-3.457143","-8.142857","0.703946119","40.333142","11.438347","STRAIGHT","0","0","0","none","mission"
"47","37.30410238","127.90749594","-3.267857","-7.982143","0.703946119","40.333142","11.686658","STRAIGHT","0","0","0","none","mission"
"48","37.30410383","127.90749808","-3.078571","-7.821429","0.703946119","40.333142","11.934969","STRAIGHT","0","0","0","none","mission"
"49","37.30410527","127.90750021","-2.889286","-7.660714","0.703946119","40.333142","12.183279","STRAIGHT","0","0","0","none","mission"
"50","37.30410672","127.90750235","-2.700000","-7.500000","0.703946119","40.333142","12.431590","STRAIGHT","0","0","0","none","mission"
"51","37.30410817","127.90750448","-2.510714","-7.339286","0.703946119","40.333142","12.679900","STRAIGHT","0","0","0","none","mission"
"52","37.30410962","127.90750662","-2.321429","-7.178571","0.703946119","40.333142","12.928211","STRAIGHT","0","0","0","none","mission"
"53","37.30411107","127.90750875","-2.132143","-7.017857","0.703946119","40.333142","13.176522","STRAIGHT","0","0","0","none","mission"
"54","37.30411251","127.90751089","-1.942857","-6.857143","0.703946119","40.333142","13.424832","STRAIGHT","0","0","0","none","mission"
"55","37.30411396","127.90751302","-1.753571","-6.696429","0.703946119","40.333142","13.673143","STRAIGHT","0","0","0","none","mission"
"56","37.30411541","127.90751516","-1.564286","-6.535714","0.703946119","40.333142","13.921453","STRAIGHT","0","0","0","none","mission"
"57","37.30411686","127.90751729","-1.375000","-6.375000","0.703946119","40.333142","14.169764","STRAIGHT","0","0","0","none","mission"
"58","37.30411831","127.90751943","-1.185714","-6.214286","0.703946119","40.333142","14.418075","STRAIGHT","0","0","0","none","mission"
"59","37.30411976","127.90752156","-0.996429","-6.053571","0.703946119","40.333142","14.666385","STRAIGHT","0","0","0","none","mission"
"60","37.30412120","127.90752370","-0.807143","-5.892857","0.703946119","40.333142","14.914696","STRAIGHT","0","0","0","none","mission"
"61","37.30412265","127.90752583","-0.617857","-5.732143","0.703946119","40.333142","15.163007","STRAIGHT","0","0","0","none","mission"
"62","37.30412410","127.90752797","-0.428571","-5.571429","0.703946119","40.333142","15.411317","STRAIGHT","0","0","0","none","mission"
"63","37.30412555","127.90753010","-0.239286","-5.410714","0.703946119","40.333142","15.659628","STRAIGHT","0","0","0","none","mission"
"64","37.30412700","127.90753224","-0.050000","-5.250000","0.703946119","40.333142","15.907938","STRAIGHT","0","0","0","none","mission"
"65","37.30412844","127.90753437","0.139286","-5.089286","0.703946119","40.333142","16.156249","STRAIGHT","0","0","0","none","mission"
"66","37.30412989","127.90753651","0.328571","-4.928571","0.703946119","40.333142","16.404560","STRAIGHT","0","0","0","none","mission"
"67","37.30413134","127.90753864","0.517857","-4.767857","0.703946119","40.333142","16.652870","STRAIGHT","0","0","0","none","mission"
"68","37.30413279","127.90754078","0.707143","-4.607143","0.703946119","40.333142","16.901181","STRAIGHT","0","0","0","none","mission"
"69","37.30413424","127.90754291","0.896429","-4.446429","0.703946119","40.333142","17.149492","STRAIGHT","0","0","0","none","mission"
"70","37.30413568","127.90754505","1.085714","-4.285714","0.703946119","40.333142","17.397802","STRAIGHT","0","0","0","none","mission"
"71","37.30413713","127.90754718","1.275000","-4.125000","0.703946119","40.333142","17.646113","STRAIGHT","0","0","0","none","mission"
"72","37.30413858","127.90754932","1.464286","-3.964286","0.703946119","40.333142","17.894423","STRAIGHT","0","0","0","none","mission"
"73","37.30414003","127.90755145","1.653571","-3.803571","0.703946119","40.333142","18.142734","STRAIGHT","0","0","0","none","mission"
"74","37.30414148","127.90755359","1.842857","-3.642857","0.703946119","40.333142","18.391045","STRAIGHT","0","0","0","none","mission"
"75","37.30414292","127.90755572","2.032143","-3.482143","0.703946119","40.333142","18.639355","STRAIGHT","0","0","0","none","mission"
"76","37.30414437","127.90755786","2.221429","-3.321429","0.703946119","40.333142","18.887666","STRAIGHT","0","0","0","none","mission"
"77","37.30414582","127.90755999","2.410714","-3.160714","0.703946119","40.333142","19.135976","STRAIGHT","0","0","0","none","mission"
"78","37.30414727","127.90756213","2.600000","-3.000000","0.703946119","40.333142","19.384287","STRAIGHT","0","0","0","none","mission"
