"idx","lat","lon","east_m","north_m","yaw_rad","yaw_deg","s_m","segment_type","zone_id","inside_zone","state","parking_mode","drive_mode"
"25","37.30380063","127.90708916","-39.331029","-41.471235","-2.333283743","-133.687311","6.241335","STRAIGHT","2","1","0","none","mission"
"26","37.30379900","127.90708722","-39.503471","-41.651765","-2.333283743","-133.687311","6.490989","STRAIGHT","2","1","0","none","mission"
"27","37.30379738","127.90708527","-39.675912","-41.832294","-2.333283743","-133.687311","6.740642","STRAIGHT","2","1","0","none","mission"
"28","37.30379575","127.90708333","-39.848353","-42.012824","-2.333283743","-133.687311","6.990296","STRAIGHT","2","1","0","none","mission"
"29","37.30379412","127.90708138","-40.020794","-42.193353","-2.333283743","-133.687311","7.239949","STRAIGHT","2","1","0","none","mission"
"30","37.30379250","127.90707944","-40.193235","-42.373882","-2.333283743","-133.687311","7.489602","STRAIGHT","2","1","0","none","mission"
"31","37.30379087","127.90707749","-40.365676","-42.554412","-2.333283743","-133.687311","7.739256","STRAIGHT","2","1","0","none","mission"
"32","37.30378924","127.90707555","-40.538118","-42.734941","-2.333283743","-133.687311","7.988909","STRAIGHT","2","1","0","none","mission"
"33","37.30378762","127.90707360","-40.710559","-42.915471","-2.333283743","-133.687311","8.238563","STRAIGHT","2","1","0","none","mission"
"34","37.30378599","127.90707166","-40.883000","-43.096000","-2.333283743","-133.687311","8.488216","STRAIGHT","2","1","0","none","mission"
"35","37.30378436","127.90706971","-41.055441","-43.276529","-2.333283743","-133.687311","8.737870","STRAIGHT","2","1","0","none","mission"
"36","37.30378274","127.90706777","-41.227882","-43.457059","-2.333283743","-133.687311","8.987523","STRAIGHT","2","1","0","none","mission"
"37","37.30378111","127.90706582","-41.400324","-43.637588","-2.333283743","-133.687311","9.237176","STRAIGHT","2","1","0","none","mission"
"38","37.30377948","127.90706388","-41.572765","-43.818118","-2.333283743","-133.687311","9.486830","STRAIGHT","2","1","0","none","mission"
"39","37.30377786","127.90706193","-41.745206","-43.998647","-2.333283743","-133.687311","9.736483","STRAIGHT","2","1","0","none","mission"
"40","37.30377623","127.90705999","-41.917647","-44.179176","-2.333283743","-133.687311","9.986137","STRAIGHT","2","1","0","none","mission"
"41","37.30377460","127.90705804","-42.090088","-44.359706","-2.333283743","-133.687311","10.235790","STRAIGHT","2","1","0","none","mission"
"42","37.30377298","127.90705610","-42.262529","-44.540235","-2.333283743","-133.687311","10.485443","STRAIGHT","2","1","0","none","mission"
"43","37.30377135","127.90705415","-42.434971","-44.720765","-2.333283743","-133.687311","10.735097","STRAIGHT","2","1","0","none","mission"
"44","37.30376972","127.90705221","-42.607412","-44.901294","-2.333283743","-133.687311","10.984750","STRAIGHT","2","1","0","none","mission"
"45","37.30376810","127.90705026","-42.779853","-45.081824","-2.333283743","-133.687311","11.234404","STRAIGHT","2","1","0","none","mission"
"46","37.30376647","127.90704832","-42.952294","-45.262353","-2.333283743","-133.687311","11.484057","STRAIGHT","2","1","0","none","mission"
"47","37.30376484","127.90704637","-43.124735","-45.442882","-2.333283743","-133.687311","11.733711","STRAIGHT","2","1","0","none","mission"
"48","37.30376322","127.90704443","-43.297176","-45.623412","-2.333283743","-133.687311","11.983364","STRAIGHT","0","0","0","none","mission"
"49","37.30376159","127.90704248","-43.469618","-45.803941","-2.333283743","-133.687311","12.233017","STRAIGHT","0","0","0","none","mission"
"50","37.30375996","127.90704054","-43.642059","-45.984471","-2.333283743","-133.687311","12.482671","STRAIGHT","0","0","0","none","mission"
"51","37.30375834","127.90703859","-43.814500","-46.165000","-2.333283743","-133.687311","12.732324","STRAIGHT","0","0","0","none","mission"
"52","37.30375671","127.90703665","-43.986941","-46.345529","-2.333283743","-133.687311","12.981978","STRAIGHT","0","0","0","none","mission"
"53","37.30375508","127.90703470","-44.159382","-46.526059","-2.333283743","-133.687311","13.231631","STRAIGHT","0","0","0","none","mission"
"54","37.30375346","127.90703276","-44.331824","-46.706588","-2.333283743","-133.687311","13.481284","STRAIGHT","0","0","0","none","mission"
"55","37.30375183","127.90703081","-44.504265","-46.887118","-2.333283743","-133.687311","13.730938","STRAIGHT","0","0","4","none","mission"
"56","37.30375020","127.90702887","-44.676706","-47.067647","-2.333283743","-133.687311","13.980591","STRAIGHT","0","0","0","none","mission"
"57","37.30374858","127.90702692","-44.849147","-47.248176","-2.333283743","-133.687311","14.230245","STRAIGHT","0","0","0","none","mission"
"58","37.30374695","127.90702498","-45.021588","-47.428706","-2.333283743","-133.687311","14.479898","STRAIGHT","0","0","0","none","mission"
"59","37.30374532","127.90702303","-45.194029","-47.609235","-2.333283743","-133.687311","14.729552","STRAIGHT","0","0","0","none","mission"
"60","37.30374370","127.90702109","-45.366471","-47.789765","-2.333283743","-133.687311","14.979205","STRAIGHT","0","0","0","none","mission"
"61","37.30374207","127.90701914","-45.538912","-47.970294","-2.333283743","-133.687311","15.228858","STRAIGHT","0","0","0","none","mission"
"62","37.30374044","127.90701720","-45.711353","-48.150824","-2.333283743","-133.687311","15.478512","STRAIGHT","0","0","0","none","mission"
"63","37.30373882","127.90701525","-45.883794","-48.331353","-2.333283743","-133.687311","15.728165","STRAIGHT","0","0","0","none","mission"
"64","37.30373719","127.90701331","-46.056235","-48.511882","-2.333283743","-133.687311","15.977819","STRAIGHT","0","0","0","none","mission"
"65","37.30373556","127.90701136","-46.228676","-48.692412","-2.333283743","-133.687311","16.227472","STRAIGHT","0","0","0","none","mission"
"66","37.30373394","127.90700942","-46.401118","-48.872941","-2.333283743","-133.687311","16.477125","STRAIGHT","0","0","0","none","mission"
"67","37.30373231","127.90700747","-46.573559","-49.053471","-2.333283743","-133.687311","16.726779","STRAIGHT","0","0","0","none","mission"
"68","37.30373068","127.90700553","-46.746000","-49.234000","-2.333283743","-133.687311","16.976432","STRAIGHT","0","0","0","none","mission"
"69","37.30372906","127.90700358","-46.918441","-49.414529","-2.333283743","-133.687311","17.226086","STRAIGHT","0","0","0","none","mission"
"70","37.30372743","127.90700164","-47.090882","-49.595059","-2.333283743","-133.687311","17.475739","STRAIGHT","0","0","0","none","mission"
"71","37.30372580","127.90699969","-47.263324","-49.775588","-2.333283743","-133.687311","17.725392","STRAIGHT","0","0","0","none","mission"
"72","37.30372418","127.90699774","-47.435765","-49.956118","-2.333283743","-133.687311","17.975046","STRAIGHT","0","0","0","none","mission"
"73","37.30372255","127.90699580","-47.608206","-50.136647","-2.333283743","-133.687311","18.224699","STRAIGHT","0","0","0","none","mission"
"74","37.30372092","127.90699385","-47.780647","-50.317176","-2.333283743","-133.687311","18.474353","STRAIGHT","0","0","0","none","mission"
"75","37.30371930","127.90699191","-47.953088","-50.497706","-2.333283743","-133.687311","18.724006","STRAIGHT","0","0","0","none","mission"
"76","37.30371767","127.90698996","-48.125529","-50.678235","-2.333283743","-133.687311","18.973660","STRAIGHT","0","0","0","none","mission"
"77","37.30371604","127.90698802","-48.297971","-50.858765","-2.333283743","-133.687311","19.223313","STRAIGHT","0","0","0","none","mission"
"78","37.30371442","127.90698607","-48.470412","-51.039294","-2.333283743","-133.687311","19.472966","STRAIGHT","0","0","0","none","mission"
"79","37.30371279","127.90698413","-48.642853","-51.219824","-2.333283743","-133.687311","19.722620","STRAIGHT","0","0","0","none","mission"
"80","37.30371116","127.90698218","-48.815294","-51.400353","-2.333283743","-133.687311","19.972273","STRAIGHT","0","0","0","none","mission"
"81","37.30370954","127.90698024","-48.987735","-51.580882","-2.333283743","-133.687311","20.221927","STRAIGHT","0","0","0","none","mission"
"82","37.30370791","127.90697829","-49.160176","-51.761412","-2.333283743","-133.687311","20.471580","STRAIGHT","0","0","0","none","mission"
"83","37.30370628","127.90697635","-49.332618","-51.941941","-2.333283743","-133.687311","20.721233","STRAIGHT","0","0","0","none","mission"
"84","37.30370466","127.90697440","-49.505059","-52.122471","-2.333283743","-133.687311","20.970887","STRAIGHT","0","0","0","none","mission"
"85","37.30370303","127.90697246","-49.677500","-52.303000","-2.333283743","-133.687311","21.220540","STRAIGHT","0","0","0","none","mission"
"86","37.30370140","127.90697051","-49.849941","-52.483529","-2.333283743","-133.687311","21.470194","STRAIGHT","0","0","0","none","mission"
"87","37.30369978","127.90696857","-50.022382","-52.664059","-2.333283743","-133.687311","21.719847","STRAIGHT","0","0","0","none","mission"
"88","37.30369815","127.90696662","-50.194824","-52.844588","-2.333283743","-133.687311","21.969501","STRAIGHT","0","0","0","none","mission"
"89","37.30369652","127.90696468","-50.367265","-53.025118","-2.333283743","-133.687311","22.219154","STRAIGHT","0","0","0","none","mission"
"90","37.30369490","127.90696273","-50.539706","-53.205647","-2.333283743","-133.687311","22.468807","STRAIGHT","0","0","0","none","mission"
"91","37.30369327","127.90696079","-50.712147","-53.386176","-2.333283743","-133.687311","22.718461","STRAIGHT","0","0","0","none","mission"
"92","37.30369164","127.90695884","-50.884588","-53.566706","-2.333283743","-133.687311","22.968114","STRAIGHT","0","0","0","none","mission"
"93","37.30369002","127.90695690","-51.057029","-53.747235","-2.333283743","-133.687311","23.217768","STRAIGHT","0","0","0","none","mission"
"94","37.30368839","127.90695495","-51.229471","-53.927765","-2.333283743","-133.687311","23.467421","STRAIGHT","0","0","0","none","mission"
"95","37.30368676","127.90695301","-51.401912","-54.108294","-2.333283743","-133.687311","23.717074","STRAIGHT","0","0","0","none","mission"
"96","37.30368514","127.90695106","-51.574353","-54.288824","-2.333283743","-133.687311","23.966728","STRAIGHT","0","0","0","none","mission"
"97","37.30368351","127.90694912","-51.746794","-54.469353","-2.333283743","-133.687311","24.216381","STRAIGHT","0","0","0","none","mission"
"98","37.30368188","127.90694717","-51.919235","-54.649882","-2.333283743","-133.687311","24.466035","STRAIGHT","0","0","0","none","mission"
"99","37.30368026","127.90694523","-52.091676","-54.830412","-2.333283743","-133.687311","24.715688","STRAIGHT","0","0","0","none","mission"
"100","37.30367863","127.90694328","-52.264118","-55.010941","-2.333283743","-133.687311","24.965342","STRAIGHT","0","0","0","none","mission"
"101","37.30367700","127.90694134","-52.436559","-55.191471","-2.333283743","-133.687311","25.214995","STRAIGHT","0","0","0","none","mission"
"102","37.30367538","127.90693939","-52.609000","-55.372000","-2.333283743","-133.687311","25.464648","STRAIGHT","0","0","0","none","mission"
"103","37.30367375","127.90693745","-52.781441","-55.552529","-2.333283743","-133.687311","25.714302","STRAIGHT","0","0","0","none","mission"
"104","37.30367213","127.90693550","-52.953882","-55.733059","-2.333283743","-133.687311","25.963955","STRAIGHT","0","0","0","none","mission"
"105","37.30367050","127.90693356","-53.126324","-55.913588","-2.333283743","-133.687311","26.213609","STRAIGHT","0","0","0","none","mission"
"106","37.30366887","127.90693161","-53.298765","-56.094118","-2.333283743","-133.687311","26.463262","STRAIGHT","0","0","0","none","mission"
"107","37.30366725","127.90692967","-53.471206","-56.274647","-2.333283743","-133.687311","26.712915","STRAIGHT","0","0","0","none","mission"
"108","37.30366562","127.90692772","-53.643647","-56.455176","-2.333283743","-133.687311","26.962569","STRAIGHT","0","0","0","none","mission"
"109","37.30366399","127.90692578","-53.816088","-56.635706","-2.333283743","-133.687311","27.212222","STRAIGHT","0","0","0","none","mission"
"110","37.30366237","127.90692383","-53.988529","-56.816235","-2.333283743","-133.687311","27.461876","STRAIGHT","0","0","0","none","mission"
"111","37.30366074","127.90692189","-54.160971","-56.996765","-2.333283743","-133.687311","27.711529","STRAIGHT","0","0","0","none","mission"
"112","37.30365911","127.90691994","-54.333412","-57.177294","-2.333283743","-133.687311","27.961183","STRAIGHT","0","0","0","none","mission"
"113","37.30365749","127.90691800","-54.505853","-57.357824","-2.333283743","-133.687311","28.210836","STRAIGHT","0","0","0","none","mission"
"114","37.30365586","127.90691605","-54.678294","-57.538353","-2.333283743","-133.687311","28.460489","STRAIGHT","0","0","0","none","mission"
"115","37.30365423","127.90691411","-54.850735","-57.718882","-2.333283743","-133.687311","28.710143","STRAIGHT","0","0","0","none","mission"
"116","37.30365261","127.90691216","-55.023176","-57.899412","-2.333283743","-133.687311","28.959796","STRAIGHT","0","0","0","none","mission"
"117","37.30365098","127.90691022","-55.195618","-58.079941","-2.333283743","-133.687311","29.209450","STRAIGHT","0","0","0","none","mission"
"118","37.30364935","127.90690827","-55.368059","-58.260471","-2.333283743","-133.687311","29.459103","STRAIGHT","0","0","0","none","mission"
"119","37.30364773","127.90690633","-55.540500","-58.441000","-2.333283743","-133.687311","29.708756","STRAIGHT","0","0","0","none","mission"
"120","37.30364610","127.90690438","-55.712941","-58.621529","-2.333283743","-133.687311","29.958410","STRAIGHT","0","0","0","none","mission"
"121","37.30364447","127.90690244","-55.885382","-58.802059","-2.333283743","-133.687311","30.208063","STRAIGHT","0","0","0","none","mission"
"122","37.30364285","127.90690049","-56.057824","-58.982588","-2.333283743","-133.687311","30.457717","STRAIGHT","0","0","0","none","mission"
"123","37.30364122","127.90689855","-56.230265","-59.163118","-2.333283743","-133.687311","30.707370","STRAIGHT","0","0","0","none","mission"
"124","37.30363959","127.90689660","-56.402706","-59.343647","-2.333283743","-133.687311","30.957024","STRAIGHT","0","0","0","none","mission"
"125","37.30363797","127.90689466","-56.575147","-59.524176","-2.333283743","-133.687311","31.206677","STRAIGHT","0","0","0","none","mission"
"126","37.30363634","127.90689271","-56.747588","-59.704706","-2.333283743","-133.687311","31.456330","STRAIGHT","0","0","0","none","mission"
"127","37.30363471","127.90689077","-56.920029","-59.885235","-2.333283743","-133.687311","31.705984","STRAIGHT","0","0","0","none","mission"
"128","37.30363309","127.90688882","-57.092471","-60.065765","-2.333283743","-133.687311","31.955637","STRAIGHT","0","0","0","none","mission"
"129","37.30363146","127.90688688","-57.264912","-60.246294","-2.333283743","-133.687311","32.205291","STRAIGHT","0","0","0","none","mission"
"130","37.30362983","127.90688493","-57.437353","-60.426824","-2.333283743","-133.687311","32.454944","STRAIGHT","0","0","0","none","mission"
"131","37.30362821","127.90688299","-57.609794","-60.607353","-2.333283743","-133.687311","32.704597","STRAIGHT","0","0","0","none","mission"
"132","37.30362658","127.90688104","-57.782235","-60.787882","-2.333283743","-133.687311","32.954251","STRAIGHT","0","0","0","none","mission"
"133","37.30362495","127.90687910","-57.954676","-60.968412","-2.333283743","-133.687311","33.203904","STRAIGHT","0","0","0","none","mission"
"134","37.30362333","127.90687715","-58.127118","-61.148941","-2.333283743","-133.687311","33.453558","STRAIGHT","0","0","0","none","mission"
"135","37.30362170","127.90687521","-58.299559","-61.329471","-2.333283743","-133.687311","33.703211","STRAIGHT","0","0","0","none","mission"
"136","37.30362007","127.90687326","-58.472000","-61.510000","-2.333283743","-133.687311","33.952865","STRAIGHT","0","0","0","none","mission"
"137","37.30361845","127.90687132","-58.644441","-61.690529","-2.333283743","-133.687311","34.202518","STRAIGHT","0","0","0","none","mission"
"138","37.30361682","127.90686937","-58.816882","-61.871059","-2.333283743","-133.687311","34.452171","STRAIGHT","0","0","0","none","mission"
"139","37.30361519","127.90686743","-58.989324","-62.051588","-2.333283743","-133.687311","34.701825","STRAIGHT","0","0","0","none","mission"
"140","37.30361357","127.90686548","-59.161765","-62.232118","-2.333283743","-133.687311","34.951478","STRAIGHT","0","0","0","none","mission"
"141","37.30361194","127.90686354","-59.334206","-62.412647","-2.333283743","-133.687311","35.201132","STRAIGHT","0","0","0","none","mission"
"142","37.30361031","127.90686159","-59.506647","-62.593176","-2.333283743","-133.687311","35.450785","STRAIGHT","0","0","0","none","mission"
"143","37.30360869","127.90685965","-59.679088","-62.773706","-2.333283743","-133.687311","35.700438","STRAIGHT","0","0","0","none","mission"
"144","37.30360706","127.90685770","-59.851529","-62.954235","-2.333283743","-133.687311","35.950092","STRAIGHT","0","0","0","none","mission"
"145","37.30360543","127.90685576","-60.023971","-63.134765","-2.333283743","-133.687311","36.199745","STRAIGHT","0","0","0","none","mission"
"146","37.30360381","127.90685381","-60.196412","-63.315294","-2.333283743","-133.687311","36.449399","STRAIGHT","0","0","0","none","mission"
"147","37.30360218","127.90685187","-60.368853","-63.495824","-2.333283743","-133.687311","36.699052","STRAIGHT","0","0","0","none","mission"
"148","37.30360055","127.90684992","-60.541294","-63.676353","-2.333283743","-133.687311","36.948705","STRAIGHT","0","0","0","none","mission"
"149","37.30359893","127.90684798","-60.713735","-63.856882","-2.333283743","-133.687311","37.198359","STRAIGHT","0","0","0","none","mission"
"150","37.30359730","127.90684603","-60.886176","-64.037412","-2.333283743","-133.687311","37.448012","STRAIGHT","0","0","0","none","mission"
"151","37.30359567","127.90684408","-61.058618","-64.217941","-2.333283743","-133.687311","37.697666","STRAIGHT","0","0","0","none","mission"
"152","37.30359405","127.90684214","-61.231059","-64.398471","-2.333283743","-133.687311","37.947319","STRAIGHT","0","0","0","none","mission"
"153","37.30359242","127.90684019","-61.403500","-64.579000","-2.333283743","-133.687311","38.196973","STRAIGHT","0","0","0","none","mission"
"154","37.30359079","127.90683825","-61.575941","-64.759529","-2.333283743","-133.687311","38.446626","STRAIGHT","0","0","0","none","mission"
"155","37.30358917","127.90683630","-61.748382","-64.940059","-2.333283743","-133.687311","38.696279","STRAIGHT","0","0","0","none","mission"
"156","37.30358754","127.90683436","-61.920824","-65.120588","-2.333283743","-133.687311","38.945933","STRAIGHT","0","0","0","none","mission"
"157","37.30358591","127.90683241","-62.093265","-65.301118","-2.333283743","-133.687311","39.195586","STRAIGHT","0","0","0","none","mission"
"158","37.30358429","127.90683047","-62.265706","-65.481647","-2.333283743","-133.687311","39.445240","STRAIGHT","0","0","0","none","mission"
"159","37.30358266","127.90682852","-62.438147","-65.662176","-2.333283743","-133.687311","39.694893","STRAIGHT","0","0","0","none","mission"
"160","37.30358103","127.90682658","-62.610588","-65.842706","-2.333283743","-133.687311","39.944546","STRAIGHT","0","0","0","none","mission"
"161","37.30357941","127.90682463","-62.783029","-66.023235","-2.333283743","-133.687311","40.194200","STRAIGHT","0","0","0","none","mission"
"162","37.30357778","127.90682269","-62.955471","-66.203765","-2.333283743","-133.687311","40.443853","STRAIGHT","0","0","0","none","mission"
"163","37.30357615","127.90682074","-63.127912","-66.384294","-2.333283743","-133.687311","40.693507","STRAIGHT","0","0","2","parallel","mission"
"164","37.30357453","127.90681880","-63.300353","-66.564824","-2.333283743","-133.687311","40.943160","STRAIGHT","1","1","0","none","mission"
"165","37.30357290","127.90681685","-63.472794","-66.745353","-2.333283743","-133.687311","41.192814","STRAIGHT","1","1","0","none","mission"
"166","37.30357127","127.90681491","-63.645235","-66.925882","-2.333283743","-133.687311","41.442467","STRAIGHT","1","1","0","none","mission"
"167","37.30356965","127.90681296","-63.817676","-67.106412","-2.333283743","-133.687311","41.692120","STRAIGHT","1","1","0","none","mission"
"168","37.30356802","127.90681102","-63.990118","-67.286941","-2.333283743","-133.687311","41.941774","STRAIGHT","1","1","0","none","mission"
"169","37.30356639","127.90680907","-64.162559","-67.467471","-2.333283743","-133.687311","42.191427","STRAIGHT","1","1","0","none","mission"
"170","37.30356477","127.90680713","-64.335000","-67.648000","-2.191863731","-125.584541","42.441081","STRAIGHT","1","1","0","none","mission"
"171","37.30356278","127.90680584","-64.449331","-67.868259","-1.934315123","-110.828093","42.689245","CUBIC_HERMITE","1","1","0","none","mission"
"172","37.30356060","127.90680514","-64.510906","-68.110392","-1.774298558","-101.659819","42.939085","CUBIC_HERMITE","1","1","0","none","mission"
"173","37.30355838","127.90680470","-64.550235","-68.357231","-1.700834428","-97.450634","43.189037","CUBIC_HERMITE","1","1","0","none","mission"
"174","37.30355614","127.90680441","-64.575707","-68.605907","-1.651940606","-94.649225","43.439014","CUBIC_HERMITE","1","1","0","none","mission"
"175","37.30355389","127.90680424","-64.590751","-68.855439","-1.613168768","-92.427762","43.688999","CUBIC_HERMITE","1","1","0","none","mission"
"176","37.30355164","127.90680417","-64.596883","-69.105351","-1.578506809","-90.441778","43.938987","CUBIC_HERMITE","1","1","0","none","mission"
"177","37.30354938","127.90680420","-64.594605","-69.355329","-1.544281059","-88.480787","44.188976","CUBIC_HERMITE","1","1","0","none","mission"
"178","37.30354713","127.90680432","-64.583629","-69.605074","-1.507039389","-86.346997","44.438962","CUBIC_HERMITE","1","1","0","none","mission"
"179","37.30354489","127.90680456","-64.562757","-69.854182","-1.461811970","-83.755656","44.688942","CUBIC_HERMITE","1","1","0","none","mission"
"180","37.30354266","127.90680494","-64.529268","-70.101891","-1.398027560","-80.101079","44.938905","CUBIC_HERMITE","1","1","0","none","mission"
"181","37.30354046","127.90680553","-64.476889","-70.346236","-1.280159322","-73.347726","45.188801","CUBIC_HERMITE","1","1","0","none","mission"
"182","37.30353836","127.90680655","-64.386662","-70.578667","-1.131272306","-64.817129","45.438130","CUBIC_HERMITE","1","1","0","none","mission"
"183","37.30353774","127.90680713","-64.335000","-70.648000","-0.825158773","-47.278115","45.524594","CUBIC_HERMITE","1","1","0","none","mission"
"184","37.30353628","127.90680895","-64.173388","-70.809612","-0.785398163","-45.000000","45.753147","STRAIGHT","1","1","0","none","mission"
"185","37.30353482","127.90681077","-64.011777","-70.971223","-0.785398163","-45.000000","45.981701","STRAIGHT","1","1","0","none","mission"
"186","37.30353337","127.90681260","-63.850165","-71.132835","-0.785398163","-45.000000","46.210254","STRAIGHT","1","1","0","none","mission"
"187","37.30353191","127.90681442","-63.688553","-71.294447","-0.785398163","-45.000000","46.438808","STRAIGHT","1","1","0","none","mission"
"188","37.30353046","127.90681624","-63.526942","-71.456058","-0.785398163","-45.000000","46.667361","STRAIGHT","1","1","0","none","mission"
"189","37.30352900","127.90681807","-63.365330","-71.617670","-0.785398163","-45.000000","46.895914","STRAIGHT","1","1","0","none","mission"
"190","37.30352754","127.90681989","-63.203718","-71.779282","-0.785398163","-45.000000","47.124468","STRAIGHT","1","1","0","none","mission"
"191","37.30352609","127.90682171","-63.042107","-71.940893","-0.785398163","-45.000000","47.353021","STRAIGHT","1","1","0","none","mission"
