idx,utc,lat,lon,height_m,east_m,north_m,quality
118,081217.75,37.3039427,127.9072785,182.600,-23.701,-24.249,4
119,081218.87,37.3039405,127.9072763,182.600,-23.893,-24.490,4
120,081220.00,37.3039383,127.9072742,182.600,-24.085,-24.732,4
121,081221.12,37.3039362,127.9072717,182.600,-24.306,-24.973,4
122,081222.37,37.3039340,127.9072692,182.600,-24.528,-25.214,4
123,081223.50,37.3039320,127.9072668,182.600,-24.734,-25.437,4
124,081224.62,37.3039298,127.9072645,182.600,-24.941,-25.678,4
125,081225.75,37.3039278,127.9072622,182.600,-25.147,-25.900,4
126,081226.87,37.3039258,127.9072598,182.600,-25.354,-26.123,4
127,081228.12,37.3039237,127.9072573,182.600,-25.575,-26.364,4
128,081229.25,37.3039217,127.9072550,182.600,-25.782,-26.587,4
129,081230.37,37.3039197,127.9072527,182.600,-25.989,-26.810,4
130,081231.62,37.3039175,127.9072500,182.600,-26.225,-27.051,4
131,081232.75,37.3039155,127.9072475,182.600,-26.446,-27.273,4
132,081234.00,37.3039133,127.9072448,182.600,-26.682,-27.515,4
133,081235.12,37.3039113,127.9072423,182.600,-26.904,-27.737,4
134,081236.25,37.3039093,127.9072400,182.600,-27.110,-27.960,4
135,081237.37,37.3039073,127.9072375,182.600,-27.332,-28.183,4
136,081238.50,37.3039052,127.9072352,182.600,-27.538,-28.424,4
